rebel-medicine	active	2026-03-10	registry	https://clinicaltrials.gov/study/NCT07574385	Phase 2 bunionectomy trial (NCT07574385) recruiting since 2026-03-10, funded by $6M Series A closed 2025-06-12.
renaissance-ag	dormant	2023	paper	https://www.aetrjournal.org/UserFiles/file/AETR_2023_014R%20Final.pdf	Newest dated public artifact is a 2023 academic case study of PastureBox deployments; no 2025/2026 dated news, filing, or careers signal found; renaissanceag.com unreachable 2026-08-13; LinkedIn/Facebook pages active but posts undated.
ripple-neuro	active	2025-03-01	award	https://www.sbir.gov/awards/219082	NIH SBIR Phase II award ($1.5M) "Clinical Validation of Myoelectric Implant for Intuitive Prosthesis Control" started 2025-03-01; company careers page listings themselves are stale (2021).
rodatherm-energy	active	2026-07-23	news	https://www.deseret.com/environment/2026/07/23/rodatherm-fulcrum-point-holdings-geothermal-plant-brigham-city-utah/	Deseret News reports MOU with Fulcrum Point Holdings for a 10 MW closed-loop geothermal pilot near Brigham City, construction targeted Q1 2027; follows $38M oversubscribed Series A closed Dec 2025.
rotor	active	2026-07-25	release	https://feedback.getrotor.com/changelog	Dated changelog posts product updates through 2026-07-25 (scheduling, crew, user settings) on Rotor's own feedback hub.
salesrabbit	active	2026-01-06	news	https://www.prnewswire.com/news-releases/salesrabbit-acquires-roofle-to-unify-field-sales-online-buying-and-production-for-roofing-and-home-improvement-contractors-302653511.html	PR Newswire 2026-01-06: Lehi-based SalesRabbit announced acquisition of Roofle; careers board at salesrabbit.breezy.hr still lists openings.
sandbox	active	2026-07-10	official-page-dated	https://web.sandbox.ing/fellowship	Sandbox Fellowship page (published 2026-07-10) lists May 2026 start dates, tuition, Provo location, and live apply links for the current cycle.
sarcos-technology-and-robotics	active	2026-08-06	filing	https://www.palladyneai.com/press-releases/q2-2026-results-revenue-jumps-470-palladyne-ai/	Sarcos renamed Palladyne AI (NASDAQ: PDYN) in 2024; Q2 2026 results dated 2026-08-06 show $5.8M revenue and reiterated FY2026 guidance; hardware/XO line discontinued in the software pivot. Work continues under the new name (ruling 3).
schoolai	active	2026-04-23	news	https://www.manilatimes.net/2026/04/23/tmt-newswire/globenewswire/schoolai-earns-essa-tier-3-certification-backed-by-research-showing-28-critical-thinking-gain/2326974	GlobeNewswire 2026-04-23 (via Manila Times): SchoolAI released Jordan School District two-year study results and ESSA Tier 3 rating; company blog also describes Back to School 2026 product release.
sci-institute	active	2026-07-23	news	https://sci.utah.edu/news-from-the-institute/	SCI Institute news page dated 2026-07-23 reports faculty Rohan Basu Roy among first DOE Genesis Mission awardees; institute continues posting research news through July 2026.
sethera-therapeutics	active	2026-08-03	news	https://www.einpresswire.com/article/930783550/sethera-therapeutics-and-receptor-ai-form-integrated-discovery-alliance-for-ai-guided-polymacrocyclic-peptide-medicines	EIN Presswire 2026-08-03: Sethera announced a strategic research collaboration with Receptor.AI for polymacrocyclic peptide discovery; follows Aug 2025 PNAS platform paper.
skullcandy	active	2026-07-15	release	https://www.prnewswire.com/news-releases/new-skullcandy-crusher-1080-anc-redefines-consumer-audio-with-mind-bending-bass-and-breakthrough-sound-by-bose-technologies-302826777.html	PR Newswire 2026-07-15: Park City-based Skullcandy launched Crusher 1080 ANC headphones with Sound by Bose, on sale globally.
skywest-inc	active	2026-02-17	filing	https://www.sec.gov/Archives/edgar/data/793733/000110465926016358/skyw-20251231x10k.htm	SkyWest Inc. Form 10-K for year ended 2025-12-31, signed and filed 2026-02-17; operating regional airline from St. George HQ.
sky-quarry	active	2026-03-31	filing	https://www.sec.gov/Archives/edgar/data/1812447/000109690626000438/0001096906-26-000438-index.html	Sky Quarry Inc. (NASDAQ: SKYQ) Form 10-K for year ended 2025-12-31 filed 2026-03-31 from Woods Cross HQ; still a reporting public company.
space-dynamics-laboratory	active	2026-03-21	award	https://news.clearancejobs.com/2026/03/21/utah-states-space-dynamics-lab-secures-mda-414m-contract-boost/	DoD contract digest 2026-03-21: MDA awarded USU/SDL a $414M modification (P00020) raising HQ0854-22-D-0001 ceiling to $714M, work in Logan through 2031.
spectrum-solutions	active	2025-09-15	news	https://www.mpo-mag.com/breaking-news/spectrum-health-sciences-simplytest-name-damon-silvestry-ceo/	Medical Product Outsourcing 2025-09-15: Spectrum Health Science (successor to Spectrum Solutions saliva-device maker) appointed Damon Silvestry CEO of SimplyTest; saliva collection devices still listed at spectrumsolution.com. Work continues under the new brand (ruling 3).
spire-therapeutic	active	2026-04-30	news	https://www.fusfoundation.org/posts/new-clinical-trial-tests-focused-ultrasound-neuromodulation-for-chronic-pain/	Focused Ultrasound Foundation 2026-04-30: first participants enrolled in SPIRE DIADEM pivotal trial NCT07226648 (ClinicalTrials.gov recruiting; start 2025-12-11; Utah site recruiting).
splunk	active	2026-08-04	release	https://www.splunk.com/en_us/blog/platform/splunk-platform-innovations-cisco-data-fabric-generally-available.html	Splunk Platform blog 2026-08-04: Machine Data Lake, Catalog, and Agent Launchpad generally available under Cisco; work continues post-acquisition (ruling 3). Cisco FY2026 Q4 earnings 2026-08-12 also report Splunk new logos.
strider-technologies	active	2026-04-25	news	https://www.striderintel.com/newsroom/bloomberg-private-sector-sleuthing-becomes-big-business-for-tech-startup/	Strider newsroom 2026-04-25 reprints Bloomberg profile of the South Jordan firm still selling strategic-intelligence software, including Utah DPS land-ownership work and a new agentic AI launch.
struvia	active	2026-07-21	official-page-dated	https://struvia.co/authors/baylor-jeppsen	Struvia author page lists dated product blog posts through 2026-07-21; site live with takeoff/bid-management product. No independent filing or named-customer corroboration found.
