309th-software-engineering-group	active	2026-06-15	news	https://www.utahbusiness.com/industry/2026/06/15/hill-air-force-base-engineers-aircraft-software-cycles-modern-airpower/	Utah Business feature on 309th SWEG software engineers (~1650 coders) shipping continuous aircraft software updates; Hill AFB also announced new SWEG workforce-development facilities in March 2026.
blackrock-neurotech	active	2026-07-15	paper	https://blackrockneurotech.com/insights/long-term-safety-and-efficacy-of-intracortical-microstimulation-in-humans/	Company newsroom carries dated 2026 items through July 2026 including published intracortical-microstimulation safety research; Wired and IEEE Spectrum features on Blackrock-implanted participants in April 2026.
bingham-canyon-mine	active	2026-07-15	filing	https://www.sec.gov/Archives/edgar/data/863064/000086306426000035/0000863064-26-000035-index.htm	Rio Tinto 6-K Q2 2026 operations review (filed 2026-07-15) reports Bingham Canyon mined copper 20.2kt and Kennecott refined copper 20.4kt for the quarter; South Wall Pushback phase two underway.
arpanet-fourth-node	concluded	1969-12-05	terminal:completed	https://it.utah.edu/node4/posts/2017/august/node4-history.php	Page is scoped to the University of Utah coming online as the fourth ARPANET node on 1969-12-05 — a finished achievement; the original ARPANET itself was decommissioned in 1990, so there is no ongoing doing to find.
conotoxins-and-prialt	active	2026-05	paper	https://pubmed.ncbi.nlm.nih.gov/42017756/	Olivera co-authored a May 2026 Protein Science paper characterizing a new MKAVA-family conotoxin; U of U also named him inaugural K. Gordon Lark Endowed Chair in Feb 2026, so the cone-snail venom program is ongoing.
evans-and-sutherland	active	2025-08-12	news	https://www.thebridgechronicle.com/pune/pune-indias-first-digistar-2025-planetarium-abhinava-vidyalaya	E&S still ships Digistar as a wholly-owned Cosm company from Salt Lake City — this Aug 2025 story covers India first Digistar 2025 install; the flight-simulation half was sold to Rockwell Collins in 2006, so only the graphics/dome line continues.
browning-firearms-designs	concluded	1926	terminal:died	https://www.asme.org/about-asme/engineering-history/landmarks/141-browning-firearms-collection	Page is scoped to John Moses Browning design work in Ogden (Era 1878-1926); ASME landmark record gives his lifespan as 1855-1926, so the designing ended with his death — the Browning Arms brand that survives is a separate subject.
capecchi-gene-targeting	concluded	2007	terminal:completed	https://www.nobelprize.org/prizes/medicine/2007/press-release/	Page is scoped to the development of gene targeting at Utah in the 1980s — a finished method, and activity.md ruling 1 names this page explicitly as concluded; the 2007 Nobel announcement is the dated public record of the completed achievement. Capecchi still runs a Hox/sarcoma lab, but that is not what this page scopes.
golden-spike-transcontinental-railroad	concluded	1869-05-10	terminal:completed	https://www.nps.gov/gosp/index.htm	The last spike was driven at Promontory Summit on 1869-05-10 — an achievement that is simply over; the NPS unit commemorating it is a separate subject and the original grade was abandoned in 1942.
fervo-energy	active	2026-08-13	filing	https://www.sec.gov/Archives/edgar/data/1853868/000162828026056457/frvo-20260630.htm	Fervo (Nasdaq FRVO) filed its Q2 2026 10-Q on 2026-08-13; Cape Station in Beaver County has 500 MW under construction with first power expected late 2026.
great-salt-lake	active	2026-03-30	news	https://house.utleg.gov/utahs-effort-to-save-the-great-salt-lake-historic-water-law-major-acquisitions-and-a-federal-partnership/	Utah 2026 session passed HB 247, HB 410 (2.75M ag-water leasing fund) and HCR 9 plus a 30M US Magnesium water-rights acquisition; the lake is also under continuous USGS gauging and annual Strike Team reporting.
flys-eye-hires-cosmic-rays	concluded	2006-04	terminal:completed	https://en.wikipedia.org/wiki/High_Resolution_Fly's_Eye_Cosmic_Ray_Detector	Both instruments are decommissioned: Fly's Eye ran 1981-1993 and HiRes shut down in April 2006 (page Era says 1981-2006); the successor Telescope Array at Delta is a separate subject, and archival HiRes data analysis does not make the instrument active per activity.md ruling 6.
harvey-fletcher-stereophonic-sound	concluded	1981-07-23	terminal:died	https://en.wikipedia.org/wiki/Harvey_Fletcher	Page is scoped to Fletcher's stereo and psychoacoustics work (1931-1933 landmark); he died 1981-07-23 so the doing ended — activity.md ruling 1 names this case as concluded; the 2016 Grammy is posthumous recognition, not ongoing work.
help-clinical-decision-support-system	concluded	2020-03-02	terminal:program-sunset	https://healthsystemcio.com/2020/03/02/qa-with-marc-probst-chime-himss-cio-of-the-year/	HELP the homegrown LDS Hospital HIS was replaced by Cerner iCentra; Intermountain CIO Marc Probst said 2020-03-02 the entire organization is on Cerner and the homegrown-system migration is done — later Epic work is a different product. Page Era says 1967-present in successor forms, which conflates HELP with later EHRs.
hill-air-force-base	active	2026-05-18	event	https://www.hill.af.mil/News/Article-Display/Article/4494968/hill-afb-groundbreaking-building-the-foundation-for-the-t-7a-and-f-35-east-camp/	Hill AFB news dated 2026-05-18 covers the Ogden ALC East Campus groundbreaking for F-35 and T-7A depot facilities; depot sustainment work is ongoing (base website probe returned 403).
h-tracy-hall-diamond-presses	concluded	2008-07-25	terminal:died	https://physicstoday.aip.org/obituaries/obituary-of-h-tracy-hall	Page is scoped to Hall's tetrahedral/cubic press invention work (1955-1970s); Physics Today obituary records his death 2008-07-25 — the industrial descendants (MegaDiamond, US Synthetic) are a separate subject, and cubic-press use worldwide is legacy not ongoing doing on this page.
intermountain-clinical-quality-improvement	active	2026-08-25	cohort-open	https://intermountainhealthcare.org/for-professionals/hdi/atp	Intermountain Healthcare Delivery Institute ATP page lists a Fall 2026 virtual course (first session 2026-08-25) and Winter 2027 hybrid dates — a current cycle of the quality-improvement training that is the program's exportable artifact. Wiki Website field points at Wikipedia, not this program page.
