utah-water-savers	active	2026-01	official-page-dated	https://water.utah.gov/wp-content/uploads/2026/01/2026-Division-Legislative-Update.pdf	January 2026 Division of Water Resources legislative update says 65% of Utah residents are eligible for the Landscape Incentive Program that Utah Water Savers administers; portal still invites applications.
utahjs	active	2026-09-18	event	https://utahjs.com/conference	Official conference page lists the 2026 UtahJS Conference as a one-day event on Fri Sep 18 2026 at Jordan Commons in Sandy with $199 tickets and named speakers.
utif	dormant	2025-02	official-page-dated	https://business.utah.gov/wp-content/uploads/UTIF-Application-Guide-02-11-2025.pdf	Official Nucleus UTIF page still has Apply Here but no cycle date; newest dated program document is the GOEO UTIF Application Guide updated Feb 2025. No 2026 award list or window found.
uzona-hildale-chamber-of-commerce	active	2026-08-12	event	https://uzonachamber.org/events	Official events calendar lists UZONA Luncheon Colorado City Update on 2026-08-12 among 2026 luncheons and the 2026 Awards Gala; homepage currently shows no upcoming events.
vernal-area-chamber-of-commerce	active	2025-10-21	event	https://connect.udot.utah.gov/2025/10/20/udot-completes-us-191-realignment-north-of-vernal/	UDOT 2025-10-20 release says the chamber hosted its monthly luncheon Tue Oct 21 2025 at the Uintah Conference Center with a ribbon cutting after. Chamber events calendar on the Wix site had no dated listings.
vernal-downtown-alliance	active	2025-06	official-page-dated	https://ushpo.utah.gov/wp-content/uploads/2025/12/Round-3-Rural-Revive-Reside-Application-Packet-and-Guidelines.pdf	SHPO Round 3 Rural Revive and Reside packet lists Vernal among rural Utah Main Street Tier 2 communities as of June 2025. Alliance site itself has no dated 2026 calendar; wiki Website points at the city downtown plan not the Alliance.
vernal-innovation-hub	active	2026-03-19	event	https://www.vernalinnovationhub.com/uintahspeedpitch	Official Rise and Thrive page dates the 2026 preliminary round Mar 5 and final round Mar 19 2026 at the Uintah Conference Center with a 2026 prize package; form now closed.
veteran-business-resource-center-vbrc-utah	active	2026-05-07	event	https://utahvbrc.org/events/2026-minnow-tank-pitch-competition/	Official VBRC event page dates the 2026 Minnow Tank Pitch Competition for STRIVE graduates to May 7 2026 at Loveland Living Planet Aquarium with seed-funding prizes.
veteran-owned-business-registration-utah	unknown				Registry portal at vbr.veterans.utah.gov timed out; only dated public artifact found is the Jan 2023 launch. VBRC still links to Register Business but that page is undated and probe could not verify TLS.
vision-iron-county	dormant	2024-07	registry	https://www.orgcouncil.com/ein/933594150	IRS ruling July 2024 for EIN 93-3594150; official site still loads with the Jan 2020 Vision 2050 survey and lorem-ipsum project placeholders. No 2025-2026 program cycle or dissolution found. Wiki still says the domain is parked.
visit-utah	active	2027	official-page-dated	https://www.visitutah.com/articles/museum-of-utah	Visit Utah article on the Museum of Utah says the temporary exhibit The Past is Personal runs through spring 2027, showing the consumer travel site is publishing current visitor programming.
wasatch-front-regional-council	active	2026-08-20	event	https://wfrc.org/committees/transportation-coordinating-committee/	WFRC Trans Com page lists 2026 meetings including the next meeting Aug 20 2026 with agenda packet and join links, plus Oct 15 2026.
wasatch-women-s-business-alliance	dormant	2024-02-26	official-page-dated	https://thewwba.org/index.php/2024/02/26/mastermind-and-networking-events/	WordPress post dated 2024-02-26 restarts last-Wednesday masterminds on March 27; homepage meeting notes (June 26, July, Midway happy hour) carry no year and match 2024 weekdays. No 2025-2026 dated calendar found.
washington-area-chamber-of-commerce	active	2026-08-18	event	https://washingtonutchamber.com/	Official homepage lists August Chamber Networking Lunch Tue Aug 18 2026 11:30am-1:00pm MDT at Heartlight Funeral Services and posts current membership dues by headcount.
washington-city-economic-development	active	2026-08-04	news	https://www.stgeorgeutah.com/news/as-washington-city-inland-port-project-forges-ahead-school-district-voices-funding-concerns/article_b952afd8-3ea2-405b-9c8c-35bf86153dac.html	St George News dated Aug 4 2026 covers Utah Inland Port Authority approval of the Greater Washington Project Area with ED director Rusty Hughes speaking at Washington City Hall.
weber-basin-job-corps	dormant	2024-10-16	news	https://www.parkrecord.com/2024/10/16/forest-service-leaders-celebrate-efforts-of-ccc-at-francis-fire-camp/	Park Record 2024-10-16 reports Weber Basin Job Corps students staffing Yellow Lake Fire camps. Official center site is live and undated; no 2025-2026 enrollment or graduation artifact found.
weber-county-economic-development	active	2026-08-05	news	https://www.kuer.org/business-economy/2026-08-06/weber-countys-inland-port-needs-electricity-nuclear-could-be-an-option	KUER 2026-08-06 covers ED director Stephanie Russell kicking off a Weber County nuclear energy symposium at the Ogden Eccles Conference Center on Aug 5 2026.
weber-state-ai-hackathon	active	2027-03-20	event	https://hackathon.weber.edu/	Official university subdomain announces the Weber State AI Hackathon 2027 competition on March 20 2027 with registration.
