northrop-grumman-promontory	active	2026-01-29	news	https://news.northropgrumman.com/launch/northrop-grummans-smart-demo-tests-second-advanced-solid-rocket-motor-and-achieves-successful-firing-in-two-months	Static test of the second SMART Demo solid rocket motor (BAMM!29 2.0) at Promontory, Utah on 2026-01-29; BOLE booster static fire also scheduled at the same test facility for June 2026.
nusano	active	2026-07-02	news	https://www.utahbusiness.com/press-releases/2026/07/02/nusano-completes-major-milestone-commercial-radioisotope-production-utah/	Nusano hit its "Beam on Target" accelerator commissioning milestone at the West Valley City facility, first of three toward bringing the radioisotope production platform online by end of 2026.
philo-farnsworth-television	concluded	1971-03-11	terminal:died	https://en.wikipedia.org/wiki/Philo_Farnsworth	Farnsworth died 1971-03-11 in Holladay, Utah; the page is scoped to his invention and development of electronic television, which ended with him — a legacy that is everywhere but a doing that is over (rubric ruling 1).
nsa-utah-data-center	active	2025-02	filing	https://www.spk.usace.army.mil/Portals/12/documents/military/NSA_UDC_DraftEA_Feb2025.pdf	Feb 2025 NSA/USACE Environmental Assessment for a UDC Campus Expansion (two admin buildings, security forces facility, warehouse, solar and geothermal) to consolidate NSA-Utah staff on site; the PDF 403s to automated fetch but is indexed with content. No newer facility-specific artifact found: NSA publishes nothing dated about it, the $1.2B Balfour Beatty/DPR/Big-D award that surfaces in search is the 2010 original build, and 2026 Utah data-center coverage is about the commercial boom not this site.
soundstream-digital-audio-recording	concluded	1985	terminal:completed	https://en.wikipedia.org/wiki/Soundstream	Soundstream was acquired by Digital Recording Corporation in 1980 and the company folded in 1985 when its optical-card home format lost to the CD; the page is scoped to the 1975-1985 company and recording system, and Stockham died in 2004. No successor operating the Soundstream system exists.
recursion-pharmaceuticals	active	2026-08-05	filing	https://www.sec.gov/Archives/edgar/data/1601830/000160183026000098/rxrx-20260630.htm	Recursion filed its Form 10-Q for the quarter ended 2026-06-30 on 2026-08-05, with a Salt Lake City business address on file at EDGAR; continuous Section 16 and 8-K filings through August 2026.
pons-fleischmann-cold-fusion	concluded	1991-06-30	terminal:program-sunset	https://www.deseret.com/1991/7/11/18930257/fusion-institute-closure-ends-the-hype/	The episode the page scopes ended institutionally when the University of Utah National Cold Fusion Institute closed on 1991-06-30 after its $4.5M state seed money ran out and no sustaining grants came; Fleischmann died in 2012 and the U runs no cold-fusion program. Fringe LENR work elsewhere continues but is not this page.
sundance-institute	active	2026-07-31	official-page-dated	https://www.sundance.org/blogs/reflecting-on-the-2026-summer-season-of-our-sundance-institute-labs	Institute-dated recap of the 2026 summer lab season (Native, Episodic, Directors, Ignite, Screenwriters, Doc Edit, Producers, Trans Possibilities) published 2026-07-31; the nonprofit is clearly operating, though the 2026 labs ran outside Utah with a stated plan to return to Sundance Mountain Resort in 2027 and the Festival moves to Boulder in 2027.
telescope-array-ultra-high-energy-cosmic-rays	active	2026-05-19	paper	https://arxiv.org/abs/2605.19553	Telescope Array Collaboration status paper (Moriond 2026; arXiv 2605.19553, INSPIRE dated 2026-05-19) reports the Utah observatory still operating, TAx4 construction ongoing, and TALE infill recently deployed.
thiokol-solid-rocket-motors	active	2026-01-29	news	https://news.northropgrumman.com/launch/northrop-grummans-smart-demo-tests-second-advanced-solid-rocket-motor-and-achieves-successful-firing-in-two-months	Page is scoped to the Promontory motor line, not the absorbed Thiokol corporation (rubric ruling 2); Northrop Grumman static-fired the BAMM!29 2.0 SMART Demo solid rocket motor at Promontory on 2026-01-29.
utah-array-bci-platform	active	2026-03-30	paper	https://www.frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2026.1789112/full	Frontiers in Neuroscience paper published 2026-03-30 reports chronic in-vivo electrochemical stability of implanted Utah electrode arrays using a Blackrock inserter, showing the platform is still being fabricated, implanted, and studied.
utah-computer-graphics-program	active	2025-08	paper	https://www.cemyuksel.com/research/papers/Offset_Geometric_Contact-SIGGRAPH2025.pdf	Utah Graphics Lab (Kahlert School of Computing) published Offset Geometric Contact in ACM TOG 44(4) SIGGRAPH 2025 (August 2025). RUBRIC-GAP: the page is mostly the 1968-1985 Evans/Sutherland peak (ruling 1 would read concluded) while the named program still publishes; rated the living program.
utah-forge	active	2026-02-09	paper	https://pangea.stanford.edu/ERE/db/GeoConf/papers/SGW/2026/Leggett1.pdf	Stanford Geothermal Workshop paper (Feb 9-11 2026) reports a one-week circulation test at Utah FORGE with coiled-tubing fiber optics in well 16B, showing field operations continuing at the Milford EGS laboratory.
