myriad-genetics	active	2026-07-31	filing	https://www.sec.gov/Archives/edgar/data/0000899923/000089992326000072/mygn-20260630.htm	Q2 FY2026 10-Q filed 2026-07-31 showing continued operations, revenue $190.7M; public company, active clinical diagnostics business.
nu-skin	active	2026-08-10	filing	https://ir.nuskin.com/news-releases/news-release-details/nu-skin-enterprises-reports-second-quarter-results-1	Q2 2026 earnings release (2026-08-10) reports revenue, sales-force counts, and updated FY2026 guidance despite a shrinking sales force; company remains fully operating.
ormat-technologies	active	2026-08-05	filing	https://www.globenewswire.com/news-release/2026/08/05/3339716/26372/en/ormat-technologies-reports-second-quarter-2026-financial-results.html	Q2 2026 results (2026-08-05) confirm completed 5 MW Cove Fort, UT upgrade (June 2026) and continued Cove Fort 2/North development on Utah BLM leases; page already scoped to the Utah plant operations.
palladyne-ai	active	2026-08-06	filing	https://www.sec.gov/Archives/edgar/data/0001826681/000119312526336621/pdyn-ex99_1.htm	Q2 2026 8-K press release (2026-08-06): revenue 5.8M dollars, up 470 pct YoY, 24.6M backlog, AFRL STRATFI award exercised; active public defense-AI company.
overstock-com	active	2026-08-05	filing	https://www.stocktitan.net/sec-filings/BBBY/10-q-bed-bath-beyond-inc-quarterly-earnings-report-a7e5734042b6.html	Now Bed Bath and Beyond, Inc. (NYSE: BBBY); Q2 2026 10-Q/earnings show revenue growth and active acquisitions (rebranding to Neighborhood Intelligence planned Aug 2026); work continues under successor corporate name per ruling 3.
mx-technologies	active	2026-07-23	release	https://www.mx.com/news/worlds-top-fintech-companies-2026/	Company newsroom dated 2026-07-23: MX named to CNBC 2026 World's Top Fintech Companies list (announced 2026-07-22) and reports continued platform expansion including an AI assistant.
neighbor	active	2026-07-08	filing	https://www.sec.gov/Archives/edgar/data/1712600/000171260026000005/0001712600-26-000005-index.htm	Neighbor Storage, Inc. Form D (accession 0001712600-26-000005) filed 2026-07-08 from Lehi HQ; Rule 506(b) exempt offering, first sale 2026-07-07.
neumont-college-of-computer-science	active	2026-09-25	event	https://www.neumont.edu/2026-key-dates-deadlines	Official 2026 calendar posts Fall Start housing move-in 2026-09-25, orientation 2026-09-26, and NeumontX campus event 2026-08-07; school is running a current admissions cycle.
nielson-scientific	active	2025-02-18	award	https://www.sbir.gov/awards/218978	DOE STTR Phase I DE-SC0025824 ($200k) award start 2025-02-18 for THz AR coatings; a 2024 Phase II on superconducting flex cables (DE-SC0023907) runs through 2026-09-09.
nephronovus	active	2025-02-20	event	https://bioutah.org/altitude-lab-demo-day/	BioUtah dated 2025-02-20 lists Nephro Novus among Altitude Lab Demo Day presenters; company site is undated Squarespace branding, no grants/trials/filings found, and the April 2026 Demo Day page does not name it.
oc-tanner	active	2025-09-10	release	https://www.octanner.com/press/o-c-tanner-releases-2026-global-culture-report-offers-strategies-to-support-employees-during-hopelessness-epidemic	Company press dated 2025-09-10 announces the 2026 Global Culture Report released at Influence Greatness; research from 38,929 respondents, 1,500+ staff described as ongoing.
orbit-irrigation-products	active	2025-05-19	release	https://www.prweb.com/releases/new-era-for-husqvarna-professional-landscape-and-agriculture-irrigation-solutions-302458300.html	PRWeb 2025-05-19: Husqvarna launches professional irrigation combining B-hyve with Hydro-Rain/ETwater; Stuart Eyring quoted as CEO of Gardena Division BU Orbit. Work continues under Husqvarna (ruling 3).
owlet-baby-care	active	2026-08-11	release	https://www.financialcontent.com/article/bizwire-2026-8-11-owlet-announces-second-quarter-2026-financial-results	Owlet Inc. (NYSE: OWLT) Q2 2026 results dated 2026-08-11: revenue $33.9M, up 29.9% YoY, subscription $3.2M; public company still selling FDA-cleared infant monitors. Wiki Stage says private; it is public.
