byu-pathway	active	2026-08	job-posting	https://www.byupathway.edu/employment/job-openings	Own board lists multiple open roles with August 2026 apply-by deadlines (Data Analyst, Web CMS Specialist, etc).
calycia-biosciences	active	2026-04-23	award	https://bioutah.org/calycia-bioscience-wins-peoples-choice-award-at-altitude-lab-demo-day-2026/	bioUtah news: CaLycia won Peoples Choice at Altitude Lab Demo Day 2026-04-23; also reported $400K pre-seed from U of U Ventures/Cumming Foundation Jan 2026.
carterra	active	2026-08-13	job-posting	https://carterra-bio.com/about/careers/	Own careers board live with two open roles (Senior Software Engineer, Lab Technician), fetched 2026-08-13.
carv	active	2026-08-13	job-posting	https://ats.rippling.com/carv-careers/jobs	Own ATS board live with 10 open Park City roles (Senior Android/iOS/Rust Engineer, Engineering Manager, etc), fetched 2026-08-13.
cleanjoule	active	2025-07-08	release	https://finance.yahoo.com/news/cleanjoule-commissions-latest-industrial-manufacturing-135400484.html	CleanJoule commissioned CJ1 industrial manufacturing facility near SLC 2025-07-08, per company release picked up by Yahoo Finance; also DoD delivered test fuel and $1.49M DoD award reported.
clozd	active	2025-09-09	release	https://www.clozd.com/blog/clozd-expanded-ai-platform-press-release	Clozd announced expanded platform and AI Interviewer 2025-09-09; Lever board (jobs.lever.co/Clozd) blocked automated fetch but wiki page documents live Aug 2026 openings including Staff/Principal Software Engineer.
comphealth	active	2026-06-11	news	https://www.locumpedia.com/news/chg-healthcare-workforce-reduction-2026/	Locumpedia 2026-06-11 reports CHG (CompHealth parent) still operating locum tenens after a 2026-06-05 restructuring; CompHealth careers still route to the live CHG Workday board.
coreform	active	2025-12-11	release	https://coreform.com/news/coreform-cubit-releases-2025-12-with-pyside6-integration-and-new-toolbars/	Own news 2025-12-11: Coreform Cubit 2025.12 released; news archive also lists Cubit 2026.6 (June 2026) and Coreform IGA for Abaqus now available.
cosm	active	2026-06-10	news	https://www.atlantanewsfirst.com/2026/06/10/cosm-opens-centennial-yards-offering-entertainment-experience-ahead-world-cup/	Atlanta News First 2026-06-10: Cosm Atlanta LED-dome venue opened at Centennial Yards; CEO Jeb Terry quoted; own careers board also lists live Salt Lake City roles.
cotopaxi	active	2026-04-24	news	https://sustonmagazine.com/cotopaxi-2025-impact-report-deadstock-poverty/	Suston 2026-04-24: Cotopaxi published its 2025 Impact Report (FY ending 2026-01-31; approved by 2026-04-30) with ~220 employees and foundation grants.
crumbl	active	2026-08-07	news	https://libn.com/2026/08/07/crumbl-store-holbrook-shops-at-sunvet/	Long Island Business News 2026-08-07: new Crumbl franchise store grand opening 2026-08-14 in Holbrook NY; chain still expanding from Lindon/Provo HQ.
culmination-bio	dormant	2024-04-04	news	https://hitconsultant.net/2024/04/04/culmination-bio-billiontoone-partner-to-validate-cancer-diagnostics/	Last dated signal is 2024-04-04 BillionToOne oncology-validation collab; culmination.com now serves Intermountain MyChart and the Intermountain Culmination URL no longer describes the spinout; no 2025-2026 news, jobs, or dissolution found.
curza	active	2026-07-06	award	https://www.highergov.com/grant/R44AI186898/	NIH SBIR R44AI186898 (CZ-02 oral Gram-negative antibiotics) still in performance through 2027-06-30; HigherGov record last modified 2026-07-06 shows ongoing status, 70 percent complete, and obligations raised to $3M. RUBRIC-GAP: multi-year grant whose original 2024-07-09 award start is outside 18 months but later obligation/modification is dated 2026.
cyclokinetics	active	2026-05-04	news	https://airpronews.com/2026/05/07/cyclokinetics-launches-high-energy-aerospace-propellants-in-2026/	AirPro 2026-05-07 reports CycloKinetics Inc. launched 2026-05-04 as a Salt Lake City aerospace/defense propellant company (CleanJoule now a subsidiary); U.S. military use claimed since mid-2025.
cyrq-energy	active	2025-05-07	news	https://www.thinkgeoenergy.com/ormat-acquires-blue-mountain-geothermal-project-in-nevada/	ThinkGeoEnergy: Cyrq sold Blue Mountain to Ormat as disclosed in Ormat Q1 2025 results 2025-05-07; sale is a portfolio shift, not a terminal event, and Thermo 1 in Beaver County remains in Cyrq's plant list.
deseret-book-bonneville	active	2026-08-13	job-posting	https://jobs.ksl.com/listing/1036625	Deseret Book posted Church Distribution Sales Associate (West Valley City) 2026-08-13 with close 2026-09-12; page scopes both Deseret Book and Bonneville, which remain DMC operating units.
digicert	active	2026-05-12	news	https://finance.yahoo.com/sectors/technology/articles/digicert-receives-frost-sullivan-2026-130000775.html	Yahoo reprint of 2026-05-12 GlobeNewswire: DigiCert (Lehi) awarded Frost & Sullivan 2026 Global DNS Security Competitive Strategy Leadership for DigiCert ONE DNS+PKI work.
domo	active	2026-07-22	filing	https://www.sec.gov/Archives/edgar/data/1505952/000110465926085819/tm2620768d3_8k.htm	Domo 8-K dated 2026-07-22: agreed to sell substantially all operating assets/employees to Progress Software for $400M; close expected by 2026-11-30 so the BI work continues (ruling 3); not a terminal event yet.
eden-technologies	active	2026-07-22	release	https://www.financialcontent.com/article/bizwire-2026-7-22-eden-tech-launches-genesis-a-desalination-breakthrough-that-doubles-clean-water-recovery	FinancialContent/Business Wire 2026-07-22: Eden Tech launched Genesis ROC commercial system; Utah Tech origin, HQ now Proto-Town near Lockhart TX; same desalination work continues.
electric-power-systems	active	2026-08-06	news	https://connect.udot.utah.gov/2026/08/06/hybrid-electric-aircraft-makes-historic-flight-across-utah/	UDOT 2026-08-06: Ampaire hybrid-electric demo flight SLC-Cedar City used battery technology developed by Utah-based EP Systems as part of uFLY/eIPP launch.
