inherent-biosciences	active	2026-01-26	paper	https://link.springer.com/article/10.1007/s10815-025-03791-0	Peer-reviewed JARG paper on SpermQT (Path Fertility / Inherent Biosciences) published 26 Jan 2026; company newsroom dated the same day.
innosys	active	2025-09-24	award	https://www.sbir.gov/awards/216918	USAF/AFWERX SBIR Phase II FA8649-25-P-0506 to InnoSys Inc ($1.75M) with award start 24 Sep 2025 and end 30 Dec 2026 for SSVD rad-hard electronics manufacturing.
instructure	active	2026-08-07	release	https://www.instructure.com/resources/blog/new-tools-elevate-teaching-learning-and-student-success-july-2026-product-updates	Instructure dated July 2026 product-update blog (page dated 7 Aug 2026) announcing Canvas Core/Plus/Next tiers and IgniteAI Agent shipping in North America.
intactis-bio	active	2026-07-21	release	https://www.prnewswire.com/news-releases/play-a-video-game-against-a-dish-of-living-neurons-intactis-bio-launches-biostack-302831095.html	Intactis Bio PR Newswire 21 Jul 2026 launching Biostack Alpha, a public demo of its living-neuron Biohybrid Processing Unit; work continues under the same company.
intan-technologies	active	2026-05-21	release	https://intantech.com/downloads.html	Intan RHX data-acquisition software v3.5.1 dated 21 May 2026 on the company downloads page; chip sales continue, systems now distributed by White Mountain Systems.
intergalactic	active	2025-05-01	news	https://ig.space/commslink/intergalactic-selected-to-supply-thermal-management-next-gen-jammer-navy/	Company 1 May 2025 announcement of sole-source thermal-management award on L3Harris/US Navy NGJ-LB; site says work continues under Unison, a GE Aerospace company (absorbed is not ended).
interval-ai	active	2025-10-27	news	https://www.utahbusiness.com/press-releases/2025/10/27/philo-ventures-launches-sandbox-fund-back-utah-next-generation-student-founders/	Utah Business 27 Oct 2025 names Interval as a Philo Sandbox Fund portfolio company; company jobs board still lists a live Lehi full-cycle sales opening (undated).
ionic-mt	active	2025-07-11	news	https://ionicmt.com/press/ionic-mineral-technologies-closes-oversubscribed-29-million-series-b-to-scale-u-s-production-of-advanced-battery-materials	Ionic MT company press dated 11 Jul 2025 closing oversubscribed $29M Series B to scale Ionisil/IonAl production at its Provo plant.
iris-biomedical	active	2025-05-01	paper	https://doi.org/10.1038/s41551-024-01314-3	Nature Biomedical Engineering (May 2025) names Iris Biomedical as a Ripple spin-out still working on the Athena implantable sensing/stim platform; company site has no dated posts, no jobs found.
jobnimbus	active	2026-08-05	release	https://www.utahbusiness.com/press-releases/2026/08/05/jobnimbus-launches-nimbuslabs-early-access-program-new-features/	JobNimbus 5 Aug 2026 announcement of NimbusLabs early-access feature program, with Analytics AI already in customer use (Olympus Roofing quoted).
jump-aero	active	2026-07-29	news	https://www.techbuzznews.com/jump-aero-visits-utah/	TechBuzz 29 Jul 2026 on-scene report of Jump Aero displaying the JA1 Pulse mockup at South Valley Regional Airport and pitching UDOT/rural EMS; aircraft still in development.
keva-locks	concluded	2026-07-16	terminal:dissolved	https://www.linkedin.com/posts/charles-merriam1_groundbreaking-announcement-for-keva-activity-7483553602511269888-sLE0	Co-founder Charles Merriam posted 16 Jul 2026 that the team shut KEVA after finding no market pull for a Wi-Fi-free smart lock; site still markets the product.
l3harris-salt-lake	active	2026-07-29	filing	https://www.sec.gov/Archives/edgar/data/202058/000020205826000054/exhibit991q2cy26earnings.htm	L3Harris Q2 2026 earnings release 29 Jul 2026; Communications & Spectrum Dominance revenue up, the segment that includes the Salt Lake Falcon/comms work; official SLC careers board still lists ~170 openings.
leland	active	2026-03-25	release	https://www.joinleland.com/library/a/ai-builder-program-launch	Leland company post 25 Mar 2026 launching the AI Builder Program (cohorts from April 2026); TechBuzz independently covered the Lehi launch 7 Apr 2026.
les-olson-it	active	2026-06-18	news	https://lesolson.com/blog/les-olson-it-earns-gold-in-managed-it-services-office-technology/	Company 18 Jun 2026 post on winning Gold in Best of Southern Utah 2026 Managed IT/Office Technology; also named Ricoh Pro Dealer 9 Feb 2026.
liveview-technologies	active	2026-02-25	release	https://www.lvt.com/press/lvt-releases-license-plate-recognition-powered-by-insight-lpr	LVT 25 Feb 2026 press announcing Insight LPR partnership for mobile-unit license-plate recognition, generally available May 2026.
lucid-software	active	2026-04-13	release	https://www.prnewswire.com/news-releases/lucid-software-integrates-real-time-visual-context-into-chatgpt-with-mcp-server-app-302739890.html	Lucid Software PR Newswire 13 Apr 2026 launching a Lucid app for ChatGPT powered by its MCP server; product work continues at the South Jordan company.
mastercontrol	active	2026-07-07	release	https://www.mpo-mag.com/breaking-news/mastercontrol-unveils-tool-to-improve-quality-decision-making/	Medical Product Outsourcing 7 Jul 2026 reports MasterControl released Event Summarizer, an AI quality-event tool on its ISO 42001 ADAPT platform.
merit-medical	active	2026-04-30	filing	https://www.sec.gov/Archives/edgar/data/856982/000085698226000025/mmsi-20260331x10q.htm	Merit Medical Systems 10-Q for quarter ended 31 Mar 2026, filed 30 Apr 2026, reporting $381.9M Q1 revenue; South Jordan HQ/manufacturing continues.
music-ai	active	2026-08-13	release	https://apps.apple.com/us/app/moises-the-musicians-app/id1515796612	Moises (Music AI) App Store listing shows version 2.140.0 shipped ~8 hours before check on 13 Aug 2026; seller Moises Systems Inc, ongoing app updates.
