bbcetc	active	2026-08-12	event	https://bbcetc.com/special-programs/bbcetc-from-the-sources-mouth/	BBCetc From the Sources Mouth series lists a DOE SBIR/STTR training session dated 2026-08-12 plus 2026 recordings through June; Chelsea MI consultancy still running live federal-funding workshops.
choice-humanitarian	concluded	2026-07-28	terminal:dissolved	https://blog.choicehumanitarian.org/memo-from-the-board-of-directors-organizational-wind-down	Board memo dated 2026-07-28 says CHOICE Humanitarian will cease U.S. operations immediately and wind down the U.S. organization after 44 years; donations accepted only through end of September for remaining obligations.
eide-bailly-utah	active	2026-06-22	news	https://www.colliers.com/en/news/salt-lake-city/eide-bailly	Colliers release dated 2026-06-22 announces Eide Bailly signed a 21,248 sq ft downtown SLC lease at 650 Main; Utah market leader Paul Skeen quoted on the relocation as growth of the Utah practice.
kirton-mcconkie	active	2026	news	https://www.kirtonmcconkie.com/news/utah-business-recognizes-six-km-attorneys-as-2026-legal-elite/	Utah Business 2026 Legal Elite newsroom post names six KM shareholders including president Rob Walker; firm news listing also shows a 2026 summer-associate class doing billable work.
maschoff-brennan	active	2026-07-30	news	https://mabr.com/news/richard-gilmore-and-eric-maschoff-named-2026-patent-stars-firm-earns-national-intellectual-property-ranking	Firm news index dates 2026-07-30 a release that Gilmore and Maschoff were named 2026 Managing IP Patent Stars and the firm Recommended nationally; SLC/Park City IP practice still ranking.
now-cfo	active	2026-08-11	release	https://nowcfo.com/now-cfo-named-on-the-2026-inc-5000-list/	NOW CFO newsroom post dated 2026-08-11 announces the Salt Lake City-based firm made the 2026 Inc. 5000; CEO Randy Christensen notes the 2025 CenterOak recap and continued fractional-CFO work.
nucleus-institute	active	2026-08-12	official-page-dated	https://www.nucleusutah.org/aimoonshot	Nucleus-administered Utah AI Moonshot page says the NOFO was updated 2026-08-12 and lists an open application window through 2026-10-15; Nucleus is running the current grant cycle with USHE.
parsons-behle-latimer	active	2026-06-16	news	https://parsonsbehle.com/insights/parsons-behle-and-latimers-st-george-office-earns-top-honors-in-2026-best-of-southern-utah-awards	Firm newsroom item reports the St. George office won Gold/Silver in 2026 Best of Southern Utah Awards, with the gala dated 2026-06-16; SLC HQ practice continues.
preferred-cfo	active	2026-02-12	news	https://preferredcfo.com/insights/the-roi-curve-bookkeeper-controller-or-fractional-cfo	Preferred CFO published a dated 2026-02-12 insights article on fractional-CFO vs controller ROI and offers a free consultation; Salem UT firm still marketing live engagements.
rqm-plus	active	2026-03-12	release	https://www.rqmplus.com/about-us/news-events/news/rqm-launches-smart-solutions-life-cycle-partnership-model/	RQM+ Pittsburgh newsroom release dated 2026-03-12 launches SMART Solutions life-cycle partnership; CEO John Potthoff quoted; no Utah office found, national medtech CRO still operating.
tanner-llc	active	2026-02-11	news	https://www.utahbusiness.com/press-releases/2026/02/11/tanner-llp-launches-technical-accounting-advisory-group-taag-support-finance/	Utah Business dated 2026-02-11 carries Tanner LLP launch of a Technical Accounting Advisory Group; managing partner Mark Erickson quoted; tannerco.com itself 403s but the firm is adding practices.
wilson-sonsini-salt-lake-city	active	2026-01-13	release	https://www.wsgr.com/en/insights/john-pearce-former-associate-chief-justice-of-the-utah-supreme-court-rejoins-wilson-sonsini.html	WSGR press release dated 2026-01-13 announces former Utah Supreme Court Associate Chief Justice John Pearce rejoined as partner in the Salt Lake City office; office page 403s in the probe but the SLC bench is expanding.
workman-nydegger	active	2026-05-28	news	https://www.wnlaw.com/news/workman-nydegger-recognized-in-the-iam-patent-1000-2026-edition/	Firm newsroom post dated 2026-05-28 reports Workman Nydegger as a Gold firm in IAM Patent 1000 2026 (Utah) with eleven named attorneys; SLC IP boutique still prosecuting and litigating.
