cache-valley-chamber-of-commerce	active	2026-08-12	event	https://cachechamber.com/	Official homepage lists Women in Business Inspired Workshop on Aug 12, 2026 and Leadership Lunch on Aug 18 as upcoming events.
code-adventure-utah	active	2026-06-24	cohort-open	https://www.codeadventure.net/	Official site has registration open for the June 24-26 2026 camp at nCino HQ in Lehi.
business-resource-center-davis-tech-college	active	2026-09-25	event	https://veterans.utah.gov/event/utah-veteran-entrepreneurs-networking-davis-county/2026-09-25/	Utah Veterans Affairs lists a Sept 25 2026 veteran-entrepreneur networking event hosted by the Kaysville SBDC at Davis Tech, the BRC onsite partner the wiki page scopes.
clearfield-job-corps	active	2026-08-12	news	https://www.deseret.com/education/2026/08/12/99-job-corps-centers-including-clearfields-to-stay-open-as-settlement-is-reached/	Deseret News Aug 12 2026 reports a federal settlement keeping Clearfield Job Corps open and continually accepting applications after 2025 closure notices.
carbon-county-chamber-of-commerce	active	2026-05-21	news	https://etvnews.com/articles/local-news/carbon-chamber-hosts-meet-the-2026-candidates-for-the-may-luncheon/	ETV News reports the chamber held its May 21 2026 monthly luncheon at USU Eastern featuring 2026 local candidates.
carbon-county-economic-development	active	2026-12-01	cohort-open	https://www.carbon.utah.gov/form/rural-county-grant-application/	County ED official form posts the Rural County Grant 2027-funding cycle open July 1 2026 with a December 1 2026 application deadline.
business-technical-assistance-center	active	2025-05-07	news	https://seenutah.org/newsandevents	SEEN news page dated 5/7/25 reports Mama D Food Shop operating curb pickup from the BTAC building on Carbon Avenue; ELF application page is undated.
church-and-state	active	2025-09-18	news	https://dishingpc.com/church-and-state-marketplace/	Dishing Park City Sept 18 2025 visit piece lists current tenant businesses and daily 8am-5pm marketplace hours at 370 S 300 E.
cedar-city-area-chamber-of-commerce	active	2026-03-05	news	https://www.stgeorgeutah.com/life/events/best-of-cedar-city-honorees-recognized-during-annual-awards-gala/article_4df480b4-0385-43c7-bf1c-01d7160680e0.html	St. George News reports the chamber hosted its 76th Best of Cedar City awards gala on March 5 2026 at SUU; chamber calendar pages fetched with no dated listings.
custom-fit-training	active	2025-11	official-page-dated	https://ushe.edu/wp-content/uploads/pdf/reports/2025/Custom_Fit_Annual_Report.pdf	USHE November 2025 Custom Fit annual report covers FY2025 (year ending June 30 2025): 451161 training hours to 16673 employees at 1847 companies.
cynosure	active	2026-02-26	news	https://www.prnewswire.com/news-releases/the-cynosure-group-acquires-utah-development-and-construction-creating-a-new-joint-partnership-with-clyde-capital-group-302697970.html	PR Newswire Feb 26 2026: Cynosure acquired Utah Development and Construction for a Clyde Capital joint venture; firm also posted Jan 2026 promotions.
cto-breakfast-utah	active	2026-08-14	event	https://utahtechcalendar.com/	Utah Tech Calendar lists CTO Breakfast Utah at IHOP American Fork on Friday Aug 14 2026 and subsequent second-Friday dates; official chapter page has cadence only.
convoi-ventures	active	2025-07-29	news	https://www.utahbusiness.com/press-releases/2025/07/29/crew-raises-3-million-scale-tech-enabled-services-short-term-rental-owners/	Utah Business July 29 2025 reports Crew closed a $3M seed round with Convoi Ventures as a participating investor; Convoi homepage itself is undated with a 2022 footer.
davis-chamber-of-commerce	active	2026-08-13	event	https://davischamberofcommerce.com/women-in-business/	Official Women in Business page lists an Aug 13 2026 roundtable at Texas Roadhouse Layton plus a priced Aug 20 2026 chamber luncheon registration.
cross-creek	active	2026-07-09	news	https://databento.com/blog/series-b	Databento July 9 2026 Series B post lists Cross Creek among investors in a $97M round; Cross Creek own news page had no dated stories.
event-business-forward	active	2026-11-10	event	https://forward.utahbusiness.com/	Official Utah Business Forward page schedules the conference for Nov 10 2026 at Salt Lake Marriott with early-bird tickets June 16-Aug 31 2026.
business-resource-center-utah-tech-university	unknown				Official BRC page is undated present-tense copy; Launch Series lists an April cohort as CANCELLED with no year; July 2026 Utah Tech economic-impact PDF still cites BRC consultation counts as of 2023.
coworking-space-in-salt-lake-city-offices-net	unknown				Fetched the Offices.net SLC coworking directory (13 undated listings); no listing-update date, fee schedule date, or other current-cycle artifact; a live aggregator page is not a signal.
davis-county-economic-development	active	2026-06-23	event	https://www.utah.gov/pmn/files/1452225.pdf	Davis County Commission June 23 2026 agenda includes a CED public hearing on Series 2026 Kihomac industrial development revenue bonds; loan-fund page still says application coming soon.
delta-area-chamber-of-commerce	active	2026-03-01	cohort-open	https://www.deltautahchamber.com/post/snow-goose-photography-contest	Chamber site set a March 1 2026 deadline for Snow Goose Festival photography entries; homepage also lists Snow Goose Festival 2026.
edcutah-economic-development-corporation-of-utah	active	2026-05-14	news	https://www.edcutah.org/recent-news/trigg-minerals-llc-announces-plans-to-develop-mining-and-refining-operations-in-utahs-garfield-and-iron-counties	EDCUtah May 14 2026 news post on supporting Trigg Minerals $287M Garfield/Iron project; related April 2026 posts cover Karman and Creekstone.
emery-county-economic-development	active	2026-02-10	official-page-dated	https://www.utah.gov/pmn/files/1433075.pdf	Emery County Economic Opportunity Board Feb 10 2026 minutes allocate Rural County Grant funds after 27 business-improvement applications and set a 2026 meeting calendar.
epic-ventures	active	2025-08-28	news	https://bioutah.org/epic-ventures-gains-200m-fresh-capital/	BioUtah Aug 28 2025 reports Epic Ventures received $200M in fresh capital; firm homepage fetch returned almost no dated content (probe newest year 2020).
escalante-city-innovation-center	unknown				Listed URL escalantecity-utah.com returns 500; live city page at escalanteutah.gov posts undated $25/$100/$300 rates; USU Extension still says coming soon; May 2025 council-minutes PDF 500d.
event-grand-summit-moab	active	2026-01-16	news	https://moabsunnews.com/2026/01/28/grand-business-summit-brings-local-entrepreneurs-together/	Moab Sun News reports the Grand Business Summit ran Jan 16 2026 at SpringHill Suites; official grandsummitmoab.com is still frozen on Aug 20 2024 registration.
