aaron-skonnard	active	2026-01-26	official-page-dated	https://ushe.edu/uvu-search-committee-named/	Utah System of Higher Education announcement names Skonnard (Utah Board of Higher Education member, co-founder and former Pluralsight CEO) as co-chair of the UVU presidential search committee; he stepped down as Pluralsight CEO in Aug 2024 but remains active in Utah education and tech-investing work.
chad-testa	active	2025-08-26	news	https://www.biohive.com/fighting-the-silent-pandemic-how-curza-is-reshaping-the-future-of-antibiotics/	BioHive feature dated 2025-08-26 quotes Testa extensively as sitting CEO of Curza describing the live Gram-negative antibiotic program and its ~$40M non-dilutive funding; curza.com itself carries no dated news (footer still 2022).
clint-betts	active	2026-06-21	event	https://www.utahbusiness.com/forward-speakers/2026/06/21/clint-betts/	Utah Business Forward 2026 speaker page dated 2026-06-21 lists Betts as keynote speaker and current CEO and President of Silicon Slopes; Utahn continues publishing but its author archive URL 404s so the publishing half rests on the site itself.
dave-bearss	active	2026-06-15	news	https://www.prnewswire.com/news-releases/halia-therapeutics-receives-fda-fast-track-designation-for-ofirnoflast-ht-6184-in-lower-risk-myelodysplastic-syndromes-302800024.html	Halia Therapeutics press release dated 2026-06-15 quotes David J. Bearss as sitting CEO on FDA Fast Track designation for ofirnoflast (HT-6184); his U2TAH senior managing director role is listed elsewhere as 2010-2025 so the current affiliation balance is still open.
davis-smith	active	2026-07-09	news	https://startupdadpod.substack.com/p/cotopaxi-founder-i-walked-away-to-follow-my-values-davis-smith-founder-ceo-cotopaxi	Startup Dad podcast episode dated 2026-07-09 has Smith speaking as current Founder and Chairman of Cotopaxi; he stepped back from CEO after a decade to serve a three-year LDS mission in Brazil, so he is board-level rather than operating -- the page open question about his role is answered by this.
florian-solzbacher	active	2026-02-20	paper	https://www.frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2026.1714738/full	Peer-reviewed BCI paper published 2026-02-20 lists Solzbacher as senior author with dual U of U Electrical and Computer Engineering and Blackrock Neurotech affiliations, so he is still doing neural-interface work post-Tether acquisition; U of U pages 403 to automated fetch.
fred-lampropoulos	concluded	2026-01-04	terminal:retired	https://www.sec.gov/Archives/edgar/data/856982/000085698226000002/mmsi-20260104x8k.htm	Merit 8-K reports Lampropoulos resigned as director and Board Chair effective 2026-01-04 after ending Executive Chair employment 2026-01-03; a three-month consulting agreement from 2026-01-07 would have expired ~2026-04, and no later professional signal of ongoing medical-device operator work was found.
jared-rutter	active	2026-06-21	event	https://cell-press-symposia.com/mitochondria-2026/index.html	Cell Press Symposia Multifaceted Mitochondria (Glasgow, 2026-06-21 to 2026-06-23) lists Rutter as a University of Utah keynote, so he is still doing mitochondrial-metabolism research of the kind the page is about; HHMI still shows Investigator 2015-Present but that page is undated.
josh-james	active	2026-06-01	filing	https://www.sec.gov/Archives/edgar/data/1505952/000162828026039549/domo-20260601.htm	Domo 2026 proxy (mailed ~2026-06-01) lists Joshua G. James as founder, CEO, and director nominee; a 2026-07-22 8-K on a pending Progress Software asset purchase includes a voting agreement he signed as founder and CEO, so the sale is not a terminal event for his enterprise-SaaS work.
karl-sun	active	2026-03-26	news	https://podcasts.apple.com/us/podcast/the-lucid-story-building-a-category-defining/id1541752458?i=1000757463066	Kickstart Podcast episode published 2026-03-26 features Sun with Dilts and Grow on Lucid; lucid.co/about lists him as Board Chair and co-founder (undated), so he remains in Lucid founder-leadership work though he left the CEO seat in 2022.
ryan-smith-qualtrics	active	2026-05-11	news	https://www.deseret.com/sports/2026/05/11/ryan-ashley-smith-on-live-sports-in-utah/	Deseret News dated 2026-05-11 covers Ryan and Ashley Smith speaking at The Atlantic Across America Utah event as co-owners of the Jazz and Mammoth; the page scopes Qualtrics founding plus civic/sports ownership, and this is the latter still being done.
tim-latimer	active	2026-08-12	release	https://ir.fervoenergy.com/news-releases/news-release-details/fervo-energy-reports-second-quarter-2026-results	Fervo Q2 2026 earnings release dated 2026-08-12 quotes Tim Latimer as CEO and co-founder on Cape Station commissioning and Phase II drilling, so he is still doing the enhanced-geothermal operator work the page is about.
ryan-smith-imsar	unknown				IMSAR about page still lists Ryan Smith as Founder and CEO and news-events lists 2026 shows (Farnborough 2026-07-20), but no dated professional artifact naming him after the 2019-04-09 Split Aces PR was found; a Defence Source page dated 2025-08-04 is a republish of that 2019 copy, and LinkedIn was not used.
