1-million-cups-orem	active	2026-08-05	event	https://www.1millioncups.com/s/account/0014W00002AqQfKQAV/orem-ut	Official 1MC Orem page lists the next local event as Wednesday August 5 2026 at 9:00 AM at Orem SBDC, 815 W 1250 S.
1-million-cups-salt-lake	active	2026-08-05	event	https://www.1millioncups.com/s/account/0014W00002AsUBRQA3/salt-lake-city-ut	Official 1MC Salt Lake City page lists the next local event as Wednesday August 5 2026 at 9:00 AM at The Neighborhood Hive.
1mc-salt-lake	active	2026-08-05	event	https://www.1millioncups.com/s/account/0014W00002AsUBRQA3/salt-lake-city-ut	Same Salt Lake 1MC chapter as 1-million-cups-salt-lake; official 1MC page lists next event Wednesday August 5 2026 at The Neighborhood Hive.
47g-utah-aerospace-and-defense-association	active	2026-10-26	event	https://www.47g.org/hard-tech-week	Official 47G Hard Tech Week page schedules the week for October 26-30 2026 with Zero Gravity Summit anchoring October 28-29.
a-bolder-way-forward	active	2026-10	event	https://uwlp.usu.edu/abwf	UWLP official ABWF page lists A Bolder Way Forward Quarterly Impact Forum for October 2026 plus an August 2026 newsletter.
a-tech-home-plans	unknown				Official site loads with undated marketing copy; no dated news, reviews, 990, or Utah entity filing found; dropped from live Startup State directory.
acceler8-wasatch	active	2025-05-08	release	https://www.ogdencity.gov/DocumentCenter/View/33983/2025-Final-Acceler8-Wasatch-2025-Press-Release-May-8	Ogden City press release dated May 8 2025 announced second annual Acceler8 Wasatch Week May 13-15 2025; no 2026 cycle found and acceler8wasatch.com DNS is gone.
ai-builder-day	active	2026-08-14	event	https://aibuilderday.com/	Official site lists AI Builder Day Part 2 as August 14-15 2026 in Lehi, with registration open.
ai-seminar-for-small-businesses-and-non-profits	unknown				Zoho Backstage registration page returns 404; no dated public record of the original Comtel seminar found; listing removed from live Startup State directory.
album	active	2026-05-19	news	https://www.techbuzznews.com/album-vc-welcomes-new-partners/	TechBuzz reported May 19 2026 that Album VC added partners Ty Boswell and Cash Allred; firm site still lists portfolio as 2014-2026.
altitude-labs	active	2026-08	cohort-open	https://www.altitudelab.org/apply	Apply page says next cohort starts late summer/September with interviews mid-August; about page says fund applications still open with 2026 rolling awards and three cohorts per year.
apa-sherpa-foundation	active	2026-03-11	990	https://projects.propublica.org/nonprofits/organizations/272198169	ProPublica shows Form 990 for FY ending Dec 2025 filed March 11 2026 with $30,015 revenue and $29,409 expenses.
apex-accelerator	active	2026-10-08	event	https://business.utah.gov/event/save-the-date-apex-accelerator-2026-vendor-fair-matchmaking-event/	GOEO event page schedules APEX Accelerator 2026 Vendor Fair and Matchmaking Event for October 8 2026 at SLCC Miller Campus in Sandy.
apprenticeship-utah	active	2026-04-29	release	https://jobs.utah.gov/department/press/2026/042926.html	DWS press release April 29 2026 announced National Apprenticeship Week Apr 26-May 2 with 5300+ apprentices and listed 2026 graduation events.
atwood-innovation-plaza	active	2026-01-20	news	https://sunnewsdaily.com/stories/articles/2026/01/20/led-lamps-keychains-t-shirts-at-the-atwood-innovation-makerspace/	Utah Tech student paper Jan 20 2026 reported Atwood Makerspace workshops including Jan 15 LED lamp and listed Feb 19 and April 2026 sessions.
bear-lake-regional-commission	active	2026-08-21	event	https://www.utah.gov/pmn/sitemap/publicbody/147.html	Utah Public Notice site lists BLRC August Legislative Rendezvous for August 21 2026 plus June and March 2026 meeting agendas.
bear-lake-valley-chamber-of-commerce	unknown				Official site and events page load but upcoming events never render dates; no 990 under this name on ProPublica; no dated mixer, dues schedule, or news found.
bear-river-association-of-governments	active	2026-04-07	official-page-dated	https://www.utah.gov/pmn/files/1416251.pdf	BRAG 2026 CDBG Annual Action Plan covers July 1 2026-June 30 2027 and scheduled a public hearing for April 7 2026 after a March 8 comment window.
best-of-state-awards	active	2026-06-02	event	https://www.bestofstate.org/gala	Official gala page dates the 2026 Best of State Awards Gala to June 2 2026 at the Salt Palace; 2026 winners directory is posted and 2027 nominations are linked.
big-chamber-beaver-iron-garfield	active	2026-07-25	news	https://www.stgeorgeutah.com/flood-and-fire/as-volunteers-pitch-in-to-help-clean-up-after-flooding-beaver-officials-provide-updates/article_6e7c8b33-ed9d-46da-bbaf-8bcdd7b74f0d.html	St George News July 25 2026 quotes BIG Chamber staff coordinating Cottonwood Fire volunteer and relief accounts; chamber events calendar currently empty.
bio-utah	active	2026-08-07	event	https://bioutah.org/byu-and-bioutah-connect-utahs-life-sciences-industry-at-annual-networking-lunch/	BioUtah news page dated August 7 2026 reports the annual BYU/BioUtah Networking Lunch held that day with nearly 100 attendees.
biohive-utah	active	2026-10-08	event	https://www.biohive.com/	Official BioHive homepage schedules BioHive Premieres at SLC Megaplex on October 8 2026 and lists BioHive Live 2026 on April 16 2026.
box-elder-chamber-of-commerce	active	2026-09-09	event	https://www.boxelderchamber.com/peach-days/	Official Peach Days page publishes the September 9-12 2026 schedule including Friday and Saturday parades; 990 for FY 2024 was also filed Oct 21 2025.
brigham-city-economic-development	active	2025-04	official-page-dated	https://www.bcutah.gov/page/economic-development/	City economic development page states as of April 2025 Brigham City had about 1200 active business licenses and lists current major employers.
brigham-young-university-byu-rollins-center	active	2026-10-02	event	https://marriott.byu.edu/cet/	Official Rollins Center page lists Baylor New Venture Competition submission deadline as October 2 2026 under Upcoming Events.
