apa-sherpa-everest-summits	concluded	2011-05	terminal:retired	https://utahstories.com/2011/08/apa-sherpa-retires-summiting-mount-everest-21st-time/	Page is scoped to the summit career itself; Apa reached his 21st and final Everest summit in May 2011 on the Eco Everest Expedition and retired from high-altitude climbing, a promise to his family — the climbing is over even though he still runs the Apa Sherpa Foundation (separate page).
army-short-range-reconnaissance-uas	active	2026-07-30	award	https://ir.redcatholdings.com/news-events/press-releases/detail/235/red-cat-receives-2-49-million-u-s-air-force-order-for-black-widow-systems	Black Widow is in ongoing production at Teal in Salt Lake City: first Army SRR Tranche 2 shipment delivered Aug 2025 and a $2.49M USAF firm-fixed-price order for Black Widow systems announced 2026-07-30 with delivery due Aug 2026.
atmospheric-waves-experiment	concluded	2026-05-21	terminal:completed	https://science.nasa.gov/science-research/heliophysics/nasas-awe-completes-mission-to-study-earths-effect-on-space-weather/	NASA powered down the USU-built AWE instrument on 2026-05-21 after 14000+ orbits and 80M images; the instrument is being removed from ISS for deorbit and its ISS berth reassigned to CLARREO Pathfinder — analysis of the archive continues but the instrument work is over (ruling 6).
autonomous-low-collateral-counter-uas-interception	active	2026-03-19	award	https://fortemtech.com/press-releases/2026-03-19-lockheed-martin-selects-fortem-technologies-to-protect-critical-infrastructure-from-drones/	Fortem (Pleasant Grove/Lindon) is shipping and winning work continuously: Replicator-2 first purchase Jan 2026, $18M three-year US Army C-UAS contract 2026-02-26, DHS FIFA World Cup venue award Feb 2026, and Lockheed Martin Sanctum integration announced 2026-03-19.
eimco-rocker-shovel-loader	concluded	1986-08-19	terminal:completed	https://utahrails.net/industries/eimco.html	The Model 12B was built in Salt Lake City from 1938; 29000 sold by 1969. EIMCO passed to Envirotech (1969) then Baker International, and the Salt Lake City Mining Machinery Division closed permanently on 1986-08-19 with 170 employees — the machine survives as an ASME landmark in Park City, which is legacy not doing (ruling 1).
dugway-proving-ground	active	2026-08-12	news	https://www.defensenews.com/news/your-military/2026/08/12/army-opens-test-ranges-to-private-industry/	Dugway is an operating Army test range: named 2026-08-12 as one of five ranges the Army is opening to private industry for long-range fires testing, and selected in April 2026 to host a 1200-acre Army AI data center built by CyrusOne.
iomega-zip-drive	concluded	2006-03-15	terminal:retired	https://www.sec.gov/Archives/edgar/data/352789/000119312506054873/d10k.htm	Iomega FY2005 10-K filed 2006-03-15 states the Zip product line "reaches its expected end of life" with last-time component buys wound down and EU sales ceasing 2006-07-01; Iomega itself was bought by EMC in 2008 and the brand retired under LenovoEMC in 2018 — the Roy-built Zip product is over.
high-density-sustainable-aviation-fuels	active	2026-05-17	news	https://newatlas.com/aircraft/superfuel-increase-aircraft-missile-performance/	CleanJoule/CycloKinetics high-density drop-in fuels are in production in Salt Lake City: New Atlas 2026-05-17 reports CycloJP/CycloRP/CK-10 shipping for defense platforms and ~60k gal/yr capacity, covering the same SLC work the page scopes (civil CycloSAF plus the defense spinout).
moxie-solid-oxide-electrolysis-stack	concluded	2023-08-07	terminal:completed	https://www.nasa.gov/missions/mars-2020-perseverance/perseverance-rover/nasas-oxygen-generating-experiment-moxie-completes-mars-mission/	Page is scoped to the Mars MOXIE SOXE stack that made oxygen on Perseverance; NASA says the 16th and final run was 2023-08-07 and operations then concluded — OxEon still scales SOEC on Earth (MOMS SBIR through 2026) but that is follow-on work, not the flown instrument (ruling 1/6).
omniture-web-analytics	active	2026-08-05	release	https://experienceleague.adobe.com/en/docs/analytics/release-notes/latest	Omniture Inc. was acquired 2009-10-23 but the analytics work did not stop (ruling 3): Adobe Analytics, the SiteCatalyst lineage, shipped an August 2026 continuous-delivery release (Activity Map UI refresh dated 2026-08-05 on Adobe Experience League).
spiral-jetty	concluded	1970-04	terminal:completed	https://holtsmithsonfoundation.org/spiral-jetty	Smithson designed and built the coil in April 1970 (Holt/Smithson Foundation); he died in 1973 and the NRHP period of significance is that construction year. Dia still stewards the site (annual aerials since 2012; NRHP listing 2024-12-17) but that is preservation of a finished earthwork, not the doing (ruling 1) — existence and visitation are not activity (ruling 6 analog to a decommissioned instrument).
stratos-data-center	active	2026-07-29	news	https://www.sltrib.com/news/2026/07/29/oleary-box-elder-county-data/	The Hansel Valley project is still in the doing of standing it up: SL Trib 2026-07-29 reports O’Leary Digital designing “full steam ahead” while MIDA is paused awaiting permit applications; MIDA’s own page lists the project-area plan adopted May 2026 and the development agreement still unsigned pending referendum. No ground broken.
utah-congregate-care-oversight-reform	active	2026-07-15	event	https://www.utah.gov/pmn/sitemap/notice/1095277.html	The 2021–2025 statutory reform is still being implemented: the Congregate Care Advisory Committee created by S.B. 297 met 2026-07-15 to write intensive-tier minimum safety rules (agenda, audio, and unapproved minutes posted on the Utah Public Notice site; June 17 minutes show the same work ongoing).
wordperfect-and-novell	concluded	2011-04-27	terminal:acquired-and-shut	https://www.sec.gov/Archives/edgar/data/758004/000119312511115493/d8k.htm	Page is scoped to the Utah Valley era when WordPerfect and Novell were category-defining (ruling 2), not Corel/OpenText follow-ons: WordPerfect Corp was sold on to Corel in 1996 and Novell Inc. merged into Attachmate on 2011-04-27 (SEC 8-K; stock delisted that day, HQ already Waltham). Rubric ruling 3 treats the WordPerfect product line as ended; this page also carries two subjects.
