us-magnesium.md	B	Maintaining difficult primary-magnesium production over decades reveals rare industrial process knowledge and endurance, independent of serious environmental controversy.
us-synthetic.md	S	A long-lived team built world-leading synthetic-diamond capability through obsessive process improvement, employee culture, and patient manufacturing craft.
usu-integrated-biosystems.md	B	Sustaining shared scientific instrumentation and expert support shows valuable technical maintenance, though the page diffuses agency across a university facility.
utah-arch.md	B	A sustained research group producing top-venue architecture work and training graduates for advanced silicon teams shows technical craft and durable student formation.
utah-multi-level-marketing-industry.md	unranked	This is an industry-level atom aggregating many actors, so it cannot support a responsible inference about a particular builder group.
utah-film-industry.md	unranked	An ecosystem page describes distributed activity rather than a bounded institution or team whose builder character is legible.
utah-neurorobotics-lab.md	A	Sustained work joining neuroscience, robotics, prosthetics, and student formation around real human capability reveals exceptional interdisciplinary craft and chosen leverage.
utahn.md	B	Building a publication around a distinct Utah civic identity shows editorial agency and community intent, though the visible record is still young.
utahquantum.md	D	The page shows early convening among universities, industry, and government, but no demanding community practice, product, or sustained outcome yet.
uttr.md	B	Maintaining a uniquely capable, safety-critical test range over decades reveals deep operational discipline, though builder agency is diffuse and institutional.
valar-atomics.md	A	A young team choosing full-stack nuclear heat and fuel infrastructure, then moving rapidly toward hardware and test facilities, shows unusual agency and costly commitment.
varda-space.md	B	Designing spacecraft, reentry, regulatory operations, and orbital manufacturing as one system shows strong end-to-end ownership, with a still-short record.
vector.md	B	The page shows technically demanding aerospace or defense work and real physical execution, but not enough repeated builder history for a higher call.
vivint-smart-home.md	B	Building an integrated home-security hardware, software, installation, and service operation at scale shows substantial systems and operating execution.
vuely.md	C	A functioning product and company effort are visible, but the page offers little evidence of distinctive conviction, craft, or endurance.
wagevo.md	C	The page shows competent software entrepreneurship around a defined problem, but builder character is only weakly legible.
wasatch-ionics.md	B	Developing lithium-oxygen reserve batteries with integrated oxygen generation and reaching Army validation shows real electrochemical craft, but the record is still early.
wave-inc.md	B	Building and fielding wireless charging systems for heavy vehicles shows integrated hardware ambition and costly deployment work, despite uncertain commercial outcomes.
wavetronix.md	A	Decades of designing, manufacturing, and supporting radar traffic sensors from Utah reveal exceptional niche mastery, standards, and quiet institutional stewardship.
weave.md	B	A coherent communications platform for small healthcare practices carried into a durable public company shows strong product and operating execution.
western-governors-university.md	S	Inventing and scaling a competency-based, online university while preserving a public-service mission reveals extraordinary institutional design and durable builder culture.
williams-international.md	B	Decades of small-turbine design and manufacturing reveal deep engineering craft and endurance, though builder-specific agency is not richly visible here.
wordperfect.md	B	Creating a category-defining early software product shows strong product craft and agency, but the page does not richly reveal the builders' repeated pattern.
workfront.md	B	Building enterprise work-management software into a durable global platform shows strong product and company execution, though the page reveals limited specific conviction.
xandem.md	A	Persisting on radio-tomographic sensing from research through real security and care applications reveals unusual technical conviction and patient niche-building.
yesco.md	S	More than a century of designing, fabricating, installing, and maintaining iconic signs reveals extraordinary craft culture, apprenticeship, endurance, and institutional stewardship.
zanskar-geothermal.md	A	Combining geoscience, data, and field exploration to find overlooked geothermal resources shows exceptionally clear chosen leverage and repeated reality-tested execution.
zaymo.md	C	The page shows a focused commerce-software product and capable early execution, but little evidence yet of unusual builder character.
