1mc-salt-lake	unranked	The page documents a recurring chapter but reveals no steward choices or sustained organizing record.
1-million-cups-orem	unranked	A standard hosted chapter is visible, but the people maintaining it and their distinctive commitments are not.
1-million-cups-salt-lake	unranked	The page shows a supportive weekly format but too little about its local stewards to judge them.
47g-utah-aerospace-and-defense-association	C	Maintaining an integrated hard-tech network shows competent institution work, though the record reads mainly as conventional association programming.
a-bolder-way-forward	B	A research-backed statewide effort organized around removing specific structural barriers shows purposeful coalition building beyond routine service delivery.
acceler8-wasatch	unranked	The initiative's ownership, current programming, and steward record remain too unclear to infer builder character.
ai-builder-day	B	A recurring build-first event with beginner onboarding, real bounty problems, and on-site team formation shows thoughtful community design and hands-on agency.
ai-seminar-for-small-businesses-and-non-profits	F	This is an unverified one-time event listing with no durable builder record.
album	C	A decade of early-stage investing shows sustained competent work, but the page exposes little distinctive conviction or craft in how the firm builds.
altitude-labs	B	Combining wet-lab infrastructure, long onboarding, investor practice, and targeted academic-founder fellowships shows careful institution design around a hard commercialization bottleneck.
apa-sherpa-foundation	A	Apa Sherpa turned exceptional lived experience into sustained schooling and basic-needs work so children in his home region can have choices beyond guiding, a rare fit of personal leverage and costly commitment.
apex-accelerator	B	Stewards built a practical procurement front door around a notoriously difficult buyer system, showing patient technical service and ownership beyond mere referrals.
apprenticeship-utah	C	The statewide apprenticeship hub reflects competent pipeline coordination, but the page reveals administration more clearly than distinctive builders.
a-tech-home-plans	unranked	A thin directory-derived service page reveals no people or sustained building choices.
atwood-innovation-plaza	B	A southern Utah hub deliberately combines advising, prototyping, IP help, youth outreach, workspace, and capital pathways where such infrastructure is scarce.
bear-lake-regional-commission	C	Cross-state growth planning shows useful institutional stewardship, though the page offers little evidence of unusually demanding or distinctive execution.
bear-lake-valley-chamber-of-commerce	unranked	Conventional chamber functions are documented without enough steward history or choices to judge builder character.
bear-river-association-of-governments	C	Sustaining a multi-county institution across planning and human services shows capable regional ownership, but no distinctive thesis is legible here.
best-of-state-awards	D	Running a long-lived recognition program is administration and presentation rather than strong evidence of builder character.
big-chamber-beaver-iron-garfield	unranked	The page describes ordinary tri-county chamber services but not the people or difficult work behind them.
biohive-utah	C	Building a statewide life-sciences identity and network shows competent coalition work, though the record emphasizes convening rather than demanding formation.
bio-utah	C	Long-running specialized advocacy and purchasing support reveal capable sector stewardship, but little distinctive builder thesis is visible.
box-elder-chamber-of-commerce	unranked	Routine chamber offerings reveal too little about the people stewarding them.
brigham-city-economic-development	unranked	A municipal business doorway is visible, but not the builders, their standards, or their sustained choices.
brigham-young-university-byu-rollins-center	B	Sustained mentorship, venture competitions, coursework, and community formation inside a university show deliberate founder-building rather than simple convening.
business-resource-center-davis-tech-college	C	Maintaining an accessible regional entrepreneurship hub shows care and ownership, but the page gives little evidence of distinctive design or standards.
business-resource-center-utah-tech-university	C	No-cost advising extended into rural counties shows competent service stewardship, though the people and their deeper operating beliefs remain indistinct.
business-technical-assistance-center	B	Keeping coworking, incubation, and shared-kitchen infrastructure available in underserved southeastern Utah shows locally fitted, hands-on institution building.
cache-valley-chamber-of-commerce	unranked	The page inventories standard chamber programming without revealing the stewards behind it.
carbon-county-chamber-of-commerce	unranked	Local advocacy and networking alone do not expose enough builder character to rate.
carbon-county-economic-development	C	Work across recruitment, retention, and energy-transition projects suggests capable place-based stewardship, but the record remains institutional rather than personal.
cedar-city-area-chamber-of-commerce	unranked	A conventional chamber listing reveals no distinguishing builder evidence.
church-and-state	B	Adapting a historic building into a mixed coworking, retail, and event community shows tangible place-making and sustained operating craft.
clearfield-job-corps	B	Stewarding tuition-free residential education, credentials, trades training, and wraparound support for vulnerable young adults is demanding institution maintenance, even though individual builders are not named.
code-adventure-utah	B	A free camp supplying laptops, food, close mentoring, a cross-disciplinary curriculum, and a team showcase reflects unusually thoughtful care in lowering barriers for teenage girls.
convoi-ventures	B	Choosing Utah-only pre-seed founders before broader investors engage and organizing operator LPs around them shows a specific local thesis joined to active community building.
coworking-space-in-salt-lake-city-offices-net	F	This is a national broker listing rather than an institution whose local builders can be inferred.
cross-creek	C	Two decades of crossover investing show endurance, but the page reveals asset-management execution more than a distinctive builder conviction.
cto-breakfast-utah	B	The organizers' durable no-sponsor, no-pitch, Chatham House design creates a genuinely usable peer institution through careful norms rather than programming volume.
custom-fit-training	C	A statewide customized training system shows durable administrative competence, but little about individual steward agency or a non-obvious thesis.
cynosure	C	Building a broad independent alternatives platform shows sustained professional execution, though the page exposes little specific conviction beyond investment management.
davis-chamber-of-commerce	unranked	The page describes standard membership, events, and advocacy but does not reveal distinguishing steward choices.
