iomega-zip-drive.md	B	The Zip drive shows sharp product timing and engineering execution around a real transitional need, but the short-lived category reveals less enduring stewardship than the top tiers.
jarvik-7-artificial-heart.md	S	Attempting to replace the heart demanded audacity, interdisciplinary craft, and willingness to accept public clinical scrutiny at the boundary of what medicine could responsibly attempt.
moxie-solid-oxide-electrolysis-stack.md	A	Turning the abstract requirement of living on Mars into a flown oxygen-making experiment shows exceptional systems taste: choose the enabling bottleneck, build it small, and test it in reality.
myriad-genetics-brca.md	A	Turning population-genetics insight into routine clinical testing shows formidable scientific and commercial agency; the aggressive patent strategy complicates moral judgment but does not erase the builder character visible in creating the category.
omniture-web-analytics.md	B	Building web analytics before SaaS was an established Utah path shows entrepreneurial timing and execution, though the page reveals category success more clearly than a deep personal conviction.
philo-farnsworth-television.md	S	Pursuing an electronic image system from a teenage conception through working invention against dominant incumbents is an archetype of specific conviction, craft, and extraordinary independent agency.
pons-fleischmann-cold-fusion.md	B	The attempt showed scientific daring and willingness to challenge consensus, but bypassing careful replication weakens the reality-contact and standards that distinguish exceptional builder character.
soundstream-digital-audio-recording.md	S	Building an integrated digital recording system before the surrounding ecosystem existed shows rare technical taste, stubborn craft, and the institution-making ability to carry a new medium into use.
spiral-jetty.md	A	Committing a monumental artwork to a remote, changing landscape shows singular taste, physical agency, and faith in a form that institutions could neither contain nor fully preserve.
stratos-data-center.md	unranked	The proposed district is ambitious, but plans and projected scale do not yet reveal the sustained choices, standards, or people needed to judge builder character.
thiokol-solid-rocket-motors.md	A	Generations of maintaining a uniquely demanding propulsion capability show deep manufacturing craft and institutional stewardship, though the lineage is too distributed to attribute S-level character through this page.
utah-array-bci-platform.md	S	Decades spent making a difficult implant reliable enough for human research, then keeping the platform available through long clinical timelines, show exceptional chosen leverage, care, and technical stewardship.
utah-computer-graphics-program.md	S	Creating a culture that attracted unusual people, gave them tools and freedom, and repeatedly produced both foundational ideas and institutions is the clearest corpus example of community formation as world-building.
utah-congregate-care-oversight-reform.md	A	Persisting against an entrenched local industry to make inspection and accountability real shows moral courage, chosen leverage, and commitment to people with little institutional power.
utah-forge.md	A	Building an open field laboratory around shared failure, data, and repeatable drilling shows technical humility and ecosystem stewardship rather than guarding advantage for one institution.
utah-population-database.md	S	Stewarding linked family and medical records across generations for discoveries no short project could reach shows extraordinary institutional patience, care, and long-horizon scientific responsibility.
utah-test-and-training-range.md	B	Maintaining vast, dangerous, high-consequence test infrastructure shows formidable operational discipline, but the facility page does not reveal individual conviction or chosen leverage clearly.
wordperfect-and-novell.md	A	Building two globally competitive software institutions far from the established industry center shows community confidence, technical agency, and proof-making ambition that changed what later Utah builders believed possible.
