davis-county-economic-development	C	Combining recruitment, retention, and a founder resource center shows competent local institution stewardship without a clearly distinctive builder thesis.
delta-area-chamber-of-commerce	unranked	Routine chamber services reveal too little about the people carrying them.
edcutah-economic-development-corporation-of-utah	C	Sustaining statewide public-private coordination shows institutional competence, but this atom reveals process and scale rather than exceptional builder character.
emery-county-economic-development	unranked	The page names ordinary county support functions but not enough steward action to judge the people.
epic-ventures	B	More than three decades of early-stage technology investing demonstrates unusual endurance and stewardship, even though the firm's specific investing craft is thinly described.
escalante-city-innovation-center	unranked	A sparsely verified coworking listing with unclear current ownership cannot support a people judgment.
event-business-forward	D	Producing an executive conference shows competent event administration but little durable builder formation.
event-grand-summit-moab	D	A regional summit is useful convening, yet the page offers no evidence of demanding community formation or distinctive stewardship.
event-mountain-west-capital-network	C	A long-running independent operator and investor network shows durable stewardship, though recognition and convening remain its visible core.
event-one-utah-summit	D	Government and business convening is visible, but not builder choices beyond routine summit production.
event-raising-kane-business-summit	D	An annual rural gathering reflects useful local administration without enough sustained formative work for a higher call.
event-silicon-slopes-tech-summit	D	Flagship scale and popularity do not reveal builder character; the atom primarily documents a large convening.
event-utah-tech-week	B	A decentralized week that lets the community create and host its own gatherings shows generous institutional design and distributed agency beyond a conventional conference.
event-what-s-up-down-south-economic-summit	D	The regional summit reveals competent recurring production but little distinctive builder signal.
federal-economic-development-administration	C	Decades of stewarding difficult regional infrastructure and recovery funding show durable public institution work, though this broad federal atom obscures its builders.
first-step-entrepreneur	unranked	The imported cohort description is not current enough and identifies no builders or outcomes.
five-county-association-of-governments	C	Long-term interlocal delivery across planning, aging, workforce, and economic development shows capable regional maintenance, but distinctive personal agency is not legible.
flaming-gorge-chamber-of-commerce	unranked	Tourism marketing and events are documented without evidence about the chamber's stewards.
forge-utah	A	A volunteer community sustained for roughly a decade, with practitioner-specific groups, confidential leader circles, a low-cost no-expo conference, and anti-pitch norms, reveals rare ownership and community craft.
fourth-street-clinic	B	Maintaining integrated clinical care for people experiencing homelessness is demanding, reality-bound service stewardship, though the page is too thin to identify exceptional individual choices.
fstep-idea-explorer	unranked	An unverified imported interactive tool reveals neither current stewardship nor the people who built it.
futureready-utah	C	No-cost workforce and business coordination in rural southwestern Utah shows competent place-based care, but the record does not expose distinctive execution.
get-started-business-idea-challenge	unranked	A directory card with uncertain current operation is too thin for a builder judgment.
goldman-sachs-1000-small-businesses	B	A rigorous multi-week curriculum, peer learning, advising, and growth-plan discipline reflect carefully maintained founder formation beyond one-off assistance.
grand-county-economic-development	unranked	The thin county doorway does not reveal the stewards or their difficult choices.
greater-nephi-chamber-of-commerce	B	A young chamber built around education partnerships, advocacy, and peer connection in central Utah shows active grassroots institution formation rather than inherited administration.
grix	unranked	The page states a first-capital thesis but shows too little execution, duration, or steward behavior to judge the investors.
grow-utah	B	Two decades of statewide contests, accelerators, and founder-resource work show persistent ecosystem stewardship across neglected early and physical-product stages.
heber-city-community-alliance-for-main-street	B	Grassroots volunteers taking durable responsibility for walkability, local commerce, and downtown life show place-specific agency and mutual community building.
heber-valley-chamber-of-commerce	unranked	The page lists conventional tourism and chamber functions without enough steward evidence.
heber-valley-economic-development	unranked	A sparse regional promotion page reveals no people or sustained builder choices.
hurricane-valley-chamber-of-commerce	unranked	Standard networking and promotion do not expose the people behind the institution.
ihub	B	A nonprofit staged path from mentorship and prototyping to revenue shows hands-on founder formation and thoughtful ownership of early venture bottlenecks.
impact-utah	unranked	The active organization and even its relationship to Utah MEP are too unclear to infer its builders.
indie-square	B	Building and maintaining a workspace exclusively for nonprofits reflects a specific community need translated into tangible, affordable infrastructure.
international-trade-and-diplomacy	D	This atom is primarily a government referral route to another operator, so little builder character is visible.
iron-county-economic-development	unranked	A conventional local-government doorway reveals too little about its stewards.
ivumed	A	Nearly thirty years of replacing one-off medical missions with repeated teach-the-teacher surgical partnerships across thirty countries shows specific conviction, endurance, craft, and compounding service.
juab-county-economic-development	unranked	The public record is too thin to distinguish builders from routine county administration.
justbuild	B	Designing repeated shared projects, hackathons, and coworking as the test for founder relationships shows a thoughtful belief that community should form through building, though endurance is not yet established.
kem-c-gardner-policy-institute	B	Maintaining decision-grade economic, demographic, fiscal, and industry research as Utah public infrastructure shows sustained analytical craft and contact with reality.
kickstart-fund	B	Backing Mountain West founders since 2008 shows durable local commitment in a market major coastal funds often overlook, though the page gives limited detail on its hands-on standards.
