uinta-basin-association-of-governments	B	Keeping transit, housing, food, aging, and development services alive across three sparse counties shows durable institutional ownership.
uinta-basin-tech-entrepreneur-center	B	Free community coursework, internships, competitions, and incubator space show committed entrepreneurial formation in an overlooked region.
uintah-basin-economic-development-district	C	Maintaining a rural revolving-loan mechanism and regional strategy shows useful stewardship, though the record is partly stale.
uintah-county-economic-development	unranked	The page presents a competent county front door but too little about the people maintaining it.
university-of-utah-lassonde-entrepreneurship-institute	A	Housing, education, workshops, seed funding, making, and student leadership are fused into a demanding founder-formation institution.
university-of-utah	unranked	This deliberately thin umbrella page does not reveal the university's builders responsibly.
university-of-utah-pivot-center	F	A historical rename signpost is not an independent builder atom.
university-of-utah-technology-licensing-office	B	Stewarding the only route from university invention through protection and licensing requires sustained technical and institutional craft.
u-s-commercial-service	C	Maintaining access to a global export network shows competent public service, but little distinctive local character is visible.
usu-remote-online-initiative	B	The stewards built concrete remote-work and e-commerce curricula around a leverage point unusually important to rural Utah.
utah-alliance-for-economic-development	C	Sustained cross-sector training and coordination show capable stewardship, though the community is professional convening rather than formation.
utah-asian-chamber-of-commerce-uacc	unranked	Membership and sponsor visibility do not reveal enough sustained choices by stewards to rate.
utah-association-of-counties-uac	C	Long-running shared training and technical help for 29 counties shows institutional maintenance, mostly in conventional association form.
utah-black-chamber	B	Building a trusted bridge to education, capital, and professional networks for excluded owners shows specific community stewardship.
utah-center-for-global-talent	B	Turning immigration, credentials, language access, and employer readiness into one precise workforce intervention shows chosen leverage and taste.
utah-center-for-rural-development	B	Assembling scattered grants, incentives, capital, and local contacts into a usable rural stack shows serious attention to a neglected coordination problem.
utah-chinese-association	unranked	The cultural work may be substantial, but the unreachable and thin record does not expose its stewards well enough.
utah-defense-alliance	C	Sustained advocacy for complex military institutions shows competence, but the page provides little evidence of distinctive craft.
utah-department-of-agriculture-and-food	C	Administering grants, loans, conservation, and markets shows broad competent stewardship without a legible builder thesis in this page.
utah-department-of-workforce-services	C	Maintaining statewide employment and assistance systems is real institutional work, though individual builder character is largely obscured.
utah-digital-entertainment-network	B	A volunteer-led trade community sustained around a specialized local industry shows ownership beyond routine administration.
utah-division-of-outdoor-recreation	B	Integrating recreation stewardship, safety, grants, trails, and industry development into one institution shows substantial public-building craft.
utah-farmers-market-network	B	Shared training, advocacy, and SNAP access solve neglected operating constraints for many small markets through durable maintenance.
utah-film-center-fiscal-sponsorship	B	The stewards built a precise legal and fundraising bridge that lets independent filmmakers pursue serious work without forming nonprofits.
utah-film-commission	C	Location, workforce, and incentive support show capable industry stewardship but little unusually personal or specific conviction.
utah-geek-events	unranked	The page points toward one camp but does not establish enough of the organization's people, catalog, or continuity to rate.
utah-governor-s-office-of-economic-opportunity	C	Running a very broad economic-development portfolio requires competence, but breadth obscures distinctive builder choices.
utah-hispanic-chamber-of-commerce	B	More than three decades of advocacy and relationship-building for Hispanic owners shows durable, culturally specific stewardship.
utah-inland-port-authority	C	Coordinating finance and land use across logistics projects shows formidable execution, but the page reveals little about standards or learning.
utah-innovation-center	B	Specialized SBIR/STTR coaching for risky deep-tech work shows a precise understanding of a bottleneck technical founders face.
utah-innovation-fund	B	Making first checks into difficult university inventions shows willingness to own the fragile gap between research and commercial proof.
utahjs	B	Volunteers have maintained a real developer community and annual conference since about 2012, showing durable ownership without large resources.
utah-kids-code-camp	B	Free volunteer teaching for children as young as five shows generous hands-on formation, though recurrence is not yet established.
utah-korean-chamber-of-commerce	unranked	The page shows standard membership and networking claims but too little steward behavior.
utah-league-of-cities-and-towns-ulct	B	Pooling training and technical capacity so small municipalities need not repeatedly solve the same problems shows durable institutional care.
utah-lgbtq-chamber-of-commerce	B	Certification, workplace programs, customer access, and an inclusive commercial network show purposeful community institution-building.
utah-manufacturers-association	B	Long stewardship of workforce, safety, advocacy, and peer capacity for physical producers shows durable ownership of an unfashionable sector.
utah-medicaid	unranked	The page describes a coverage program but does not reveal the builders or stewards through their choices.
utah-mep	B	A demand-tested extension center working directly on manufacturers' quality, technology, workforce, and productivity bottlenecks shows practical craft.
utah-microloan-fund-umlf	A	Since 1991, its stewards have combined lending and advising for owners banks exclude, showing durable conviction and costly institutional commitment.
utah-muslim-civic-league-umcl	unranked	The page establishes a broad civic mission but not enough sustained work or specific builder choices.
utah-native-american-chamber-of-commerce	B	A culturally grounded business bridge for Indigenous entrepreneurs shows specific community care, though the public record remains narrow.
