hill-air-force-base.md	B	Sustaining safety-critical aircraft maintenance and logistics capability at immense scale reveals disciplined institutional craft, though individual agency is diffuse.
hope-squad.md	A	A specific peer-to-peer suicide-prevention model carried from one Utah school into a durable, broad school community shows exceptional care and institution-building.
huntsman-cancer-institute.md	B	The integrated research and care institution shows strong standards and endurance, but this page does not make a distinctive builder pattern sufficiently personal or specific.
huntsman-world-senior-games.md	B	Decades of maintaining a large participatory institution for older athletes show genuine community formation and operational stewardship beyond a one-off event.
hypercraft.md	B	Building electric propulsion systems and integrating them into demanding vehicle applications shows hands-on hardware agency and real manufacturing ambition.
imagine-learning.md	B	Long-term construction and stewardship of education software used across schools shows persistent product execution, though the page reveals limited specific conviction.
imsar.md	A	A small Utah team repeatedly miniaturized synthetic-aperture radar into fielded airborne systems, revealing rare technical taste, persistence, and end-to-end hardware ownership.
inherent-biosciences.md	A	The founders pursued epigenetic diagnostics from a specific biological thesis into clinical validation, showing chosen leverage and years of regulated scientific execution.
innosys.md	B	Specialized millimeter-wave and vacuum-electronics work sustained through government and aerospace programs reveals uncommon technical craft in a neglected capability.
instructure.md	B	Turning a cleaner learning-management thesis into a widely adopted platform and durable ecosystem shows strong product taste and institution-scale execution.
intactis-bio.md	B	Wiring living neurons to custom silicon and exposing an experimental biocomputation platform shows unusual interdisciplinary agency, though only an early demonstration is visible.
intan-technologies.md	A	Creating and patiently supplying foundational neural-recording chips and tools to researchers worldwide reveals exceptional niche selection, engineering taste, and maintenance.
intergalactic.md	B	Developing integrated thermal-management and environmental-control hardware for aerospace shows ambitious systems engineering and costly physical execution.
interval-ai.md	B	A tiny team built and sold multilingual AI collections across calls, texts, and email for unglamorous service businesses, showing high ownership despite self-reported scale.
ionic-mt.md	B	Building a mine-to-anode process that converts Utah halloysite into nano-silicon shows ambitious materials and manufacturing ownership, though commercial validation remains early.
iris-biomedical.md	B	Maintaining and advancing electrophysiology tools for clinicians shows focused medical-device craft and responsibility in a demanding niche.
jobnimbus.md	C	A durable contractor-software business shows competent product and operating execution, but little on the page reveals unusual conviction or costly commitment.
jump-aero.md	A	Designing a purpose-built emergency-response aircraft around minutes-to-patient rather than a generic air-taxi market shows unusually clear chosen leverage and hard engineering commitment.
keva-locks.md	B	A concrete rethinking of access hardware carried into physical products and deployments shows inventive agency, though the page gives limited evidence of endurance.
l3harris-salt-lake.md	B	Long stewardship of mission-critical communications engineering and manufacturing shows deep craft, but the page's local atom diffuses agency across a large corporation.
leland.md	C	A vetted marketplace, practitioner community, and in-person Lehi team show competent institution-building, but little costly or unusually distinctive execution is visible.
les-olson-it.md	B	Multi-generational maintenance of a regional technology-service institution suggests durable ownership and customer care beyond routine short-term administration.
liveview-technologies.md	B	Integrating solar-powered mobile surveillance hardware, software, and field operations at scale shows strong end-to-end execution, irrespective of surveillance concerns.
lucid-software.md	B	Building collaborative visual-work software into a durable product suite shows product craft and company-building strength, though the page reveals little costly contrarian conviction.
mastercontrol.md	A	Decades spent building and maintaining quality infrastructure for highly regulated manufacturers reveal exceptional domain commitment, standards, and institutional endurance.
merit-medical.md	A	Repeatedly designing, manufacturing, and distributing specialized medical devices over decades shows formidable hands-on agency, craft, and institution-building.
music-ai.md	B	A technically specific music-intelligence platform and creator-rights posture show product conviction, but the page does not yet establish a long repeated execution pattern.
mx-technologies.md	B	Long work on financial-data connectivity and normalization shows durable infrastructure ownership and standards engagement beyond an ordinary application company.
myriad-genetics.md	B	Pioneering and sustaining molecular diagnostics through difficult science, regulation, and clinical adoption reveals strong institution-building, though the page diffuses personal agency.
