kiln	C	Building and operating a multi-location coworking community shows competent execution, but the page reveals premium space provision more than distinctive formation or conviction.
kinect-capital	B	A nonprofit patiently teaching founders the mechanics and judgment of fundraising shows hands-on stewardship beyond capital brokerage.
lialaunch	unranked	The stated support for Utah women founders is promising, but the page shows too little sustained action or outcomes to judge its stewards.
logan-city-economic-development	unranked	Routine municipal coordination does not expose enough about the people doing it.
make-salt-lake	B	Sustaining a nonprofit shared shop across multiple fabrication disciplines demonstrates practical maintenance and a commitment to giving local builders access to real tools.
make-utah	B	A 50,000-square-foot hard-tech institution with shop infrastructure, mentors, and tolerance for long development cycles shows costly commitment to a neglected physical-building bottleneck.
maven-create	C	Operating a community-oriented coworking space shows competent place-making, but little evidence here distinguishes the builders from other capable operators.
mercato-partners	C	Running multiple growth-investment strategies shows professional execution, though the page reveals little specific builder conviction or steward craft.
military-installation-development-authority	B	Aligning land, infrastructure, and jurisdictions around complex military sites requires durable institutional agency and unusually difficult execution.
moab-chamber-of-commerce	unranked	Conventional tourism-region networking reveals too little about the people maintaining it.
monarch	B	Restoring and operating a physical arts hub of studios, markets, galleries, and salons shows tangible place-making and a sustained bet on a creative district.
monticello-coworking-space	C	Keeping useful work infrastructure in rural San Juan County shows locally attentive execution, though the page reveals little beyond facility operation.
morgan-chamber-of-commerce	unranked	The official institution is not reliably identified, leaving no sound basis for judging its stewards.
morgan-county-economic-development	unranked	A sparse county portal offers no legible builder record.
mountain-heights-academy	A	Building a public school around openly licensed, teacher-maintained curriculum and sustaining it at real scale reveals specific conviction, institutional craft, and long-term standards.
mountainland-association-of-governments	C	Sustained multi-county planning and service coordination show capable institutional maintenance, but the atom masks individual agency and distinctive choices.
mountain-land-association-of-governments-revolving-loan-fund-rlf	B	Maintaining gap financing for businesses banks reject is patient, reality-bound stewardship of a neglected regional bottleneck, despite thin public terms.
northern-utah-dotnet-users-group	B	Reviving and maintaining a practitioner group north of the main tech corridor shows volunteer ownership and a specific response to geographic community need.
northern-utah-economic-alliance	C	Cross-county employer attraction requires competent coalition work, though marketing and coordination reveal limited builder character.
nucleus-fund	B	Choosing the difficult pre-seed gap for university deep-tech and building specialized capital around it shows a specific leverage thesis, even before outcomes are clear.
nucleus-grow	B	Turning the complex SBIR/STTR system into an official founder path shows patient technical stewardship of a high-friction R&D funding bottleneck.
nucleus-marketedge	C	A research-commercialization cohort shows competent program design, but the page reveals limited endurance or distinctive builder behavior.
ogden-weber-chamber-of-commerce	C	Stewarding a large local network and policy apparatus shows competence, though the visible work remains conventional chamber administration.
orem-library-makerspace	B	Maintaining free public access to a broad, carefully governed tool and media lab shows quiet civic ownership and practical standards.
pacific-island-chamber-of-commerce-picc	B	Culturally grounded training, mentoring, accountability, and character-based capital pathways show builders placing themselves around a community-specific access gap.
park-city-angels	C	Organizing a durable accredited-investor network and pitch process shows competent stewardship, but the page reveals little distinctive conviction.
park-city-chamber-of-commerce	C	Maintaining a large tourism-economy network shows institutional competence, though scale and visibility do not themselves reveal unusual builders.
pelion-ventures	B	Four decades of early-stage software investing demonstrate exceptional endurance, though the page provides limited evidence of a distinctive operating philosophy.
peterson-ventures	C	Seed investing and founder support show competent venture work, but the page does not expose a specific belief or costly commitment beyond the category norm.
pitted-ventures	unranked	An unverified directory listing with no active site, fund record, or outcomes cannot support a builder judgment.
portal-warehousing	C	Flexible shared logistics space reflects useful operational execution around a real scaling gap, but the record is too conventional for stronger signal.
primary-childrens-hospital	B	Sustaining specialized pediatric care, training, research, and regional expansion is demanding institutional craft, though this page reveals the institution more than particular stewards.
r6-regional-council	C	Maintaining one institution across six rural counties and several fragmented service systems shows durable regional ownership, but distinctive builder choices remain obscure.
red-rock-angels	B	Creating a nearby capital and pitch-preparation room for founders outside the Wasatch Front shows thoughtful geographic self-placement around a neglected access gap.
renewable-tech-ventures	B	Specialized early capital for cleantech and advanced materials in underserved regions reflects a specific, difficult thesis and chosen leverage beyond generic investing.
revolving-loan-fund-program-rlf-r6	B	Stewarding gap loans for central-Utah businesses rejected by ordinary finance shows patient commitment to a concrete rural bottleneck, though documentation is thin.
revolving-loan-fund-program-rlf-south-eastern-utah	B	Financing southeastern Utah startups that cannot secure bank credit is a specific, locally fitted form of institution maintenance despite sparse public materials.
revroad	B	Building a firm that pairs capital with embedded strategy, software, marketing, and sales execution shows unusually hands-on ownership, even as its current investing status is unclear.
richfield-chamber-of-commerce	unranked	Ordinary networking and promotion reveal too little about the stewards.
rural-utah-chamber-coalition	B	Linking scattered rural chambers into a shared advocacy institution shows purposeful coalition building around a geographic leverage gap.
safeut	A	Designing and sustaining one statutory, 24/7 channel that joins licensed crisis care to anonymous school threat reporting demonstrates rare institution-making, operational seriousness, and care under high stakes.
salina-chamber	F	A mismatched directory listing with no reliably identified active institution provides no builder evidence.
