neighbor.md	C	A scaled marketplace and operating system show capable execution, but the page reveals little distinctive conviction, craft, or costly commitment.
nephronovus.md	unranked	Only an incubator listing and unsupported renal-fibrosis aspiration are visible; no program, candidate, result, or sustained execution supports inference about the builders.
neumont-college-of-computer-science.md	B	Sustaining a specialized, project-intensive computing college reflects real institutional design and community formation, despite a limited page-level record of its builders.
nielson-scientific.md	B	Long-running specialized instrumentation and engineering work reveals technical craft and niche stewardship that popularity-focused lists readily miss.
northrop-grumman-promontory.md	B	Generations of maintaining large solid-rocket engineering and manufacturing capability reveal deep craft, but the corporate-site atom makes agency diffuse.
nsa-utah-data-center.md	B	Constructing and operating immense security-critical computing infrastructure demonstrates formidable execution, while the page cannot make individual builder character legible.
nusano.md	A	Building isotope-production infrastructure around a distinctive accelerator architecture, from physics through a major facility, shows rare agency and costly commitment.
nu-skin.md	C	A durable global distribution organization shows operating competence, but the page reveals little distinctive builder craft beyond the sales system.
oc-tanner.md	A	Multi-generational stewardship and reinvention of an employee-recognition institution show unusual durability, culture-building, and care for an unglamorous domain.
orbit-irrigation-products.md	B	Decades of designing, manufacturing, and distributing practical water-control products show quiet product craft and sustained ownership.
ormat-technologies.md	B	Repeatedly developing and operating geothermal plants across decades reveals strong technical persistence, though the page offers limited builder-specific texture.
overstock-com.md	B	Building internet retail infrastructure at early scale showed substantial agency and operating execution, though the page's later corporate history diffuses the signal.
owlet-baby-care.md	A	Taking continuous infant monitoring from a parent-centered thesis through hardware, clinical evidence, regulatory setbacks, and renewed clearance shows rare persistence and reality contact.
oxeon-energy.md	A	Years of solid-oxide electrochemistry and physical energy-system deployment reveal deep technical conviction, patient craft, and chosen work on a difficult bottleneck.
palladyne-ai.md	B	Persisting through a major robotics-company reset to focus on deployable autonomy software shows adaptability and technical ownership, though the record is mixed.
passivelogic.md	A	A founder-led attempt to rebuild building controls from first-principles physics, digital twins, and autonomous systems shows unusually specific conviction and sustained technical ambition.
photopharmics.md	A	Carrying a noninvasive light-based Parkinson's therapy through years of device development and clinical trials reveals costly commitment to an unconventional care path.
pluralsight.md	B	Building a broad technical-learning platform and maintaining its content ecosystem show substantial product and institutional execution, with limited distinctive personal signal here.
podium.md	B	Creating a coherent local-business communications platform and scaling its go-to-market engine show strong execution, though little costly or contrarian conviction is visible.
qualtrics.md	B	Turning experience-measurement software into a global category shows strong product and company execution, but costly commitment is less legible on this page.
ram-aviation-space-defense.md	B	Decades of precision aerospace component manufacturing show quiet safety-critical craft, qualification discipline, and industrial stewardship.
rebel-medicine.md	B	A focused therapeutic thesis advanced through real biomedical development shows agency and scientific commitment, but the public record remains too narrow for A.
recursion-pharmaceuticals.md	A	Building an integrated experimental, data, and machine-learning drug-discovery system over many years shows rare technical taste, iteration capacity, and institution-making.
renaissance-ag.md	A	Choosing agricultural water productivity at the Great Salt Lake bottleneck and pursuing it through field technology shows unusually legible self-placement and sustained local commitment.
ripple-neuro.md	A	Years of building implantable neural interfaces, clinical-grade hardware, and research tools reveal exceptional specialist craft and long-horizon stewardship.
rodatherm-energy.md	A	Reworking geothermal around a closed-loop, sedimentary-basin architecture and carrying it toward physical deployment shows specific conviction and costly industrial execution.
rotor.md	C	A specialized CRM for recurring home-service businesses and foundational hires show competent early ownership, but the page reveals little endurance or distinctive craft yet.
salesrabbit.md	C	A durable field-sales software operation shows competent product ownership, but little on the page distinguishes the builders from other capable SaaS teams.
sandbox.md	A	Embedding full-time company-building inside accredited degrees and expanding the for-credit model across universities is unusually strong institutional design grounded in the program's public record.
