us-magnesium.md	B	Counterfactual and permanence both bite: it is the only commercial-scale primary magnesium producer in North America, so defense and aerospace buyers have no domestic substitute, and the Superfund contamination plus decades of Great Salt Lake brine draw outlast any owner — capped below A because Chinese import volume absorbs the metal even while the plant sits in Chapter 11. [BOUNDARY: B vs C]
us-synthetic.md	C	Counterfactual is thin: MegaDiamond, now SLB-owned, presses competing PDC cutters, so removing this plant reprices drill bits rather than changing how rock gets cut — and "the industry's leading supplier of diamond products" is the company's own claim with no third-party market figure behind it. [BOUNDARY: C vs B]
usu-integrated-biosystems.md	D	Breadth stops at Cache Valley — the page's own Impact section concedes a few papers and several graduate students a year — and any other university sequencing core could run the same samples, so the counterfactual is a scheduling inconvenience for USU principal investigators.
utah-arch.md	C	The FHE-accelerator ceiling is legible but the counterfactual is thin: peer groups at MIT, Cornell and Harvard publish the same problem at the same venues, so removing this lab delays a result rather than preventing it, and the page's only evidence is the group's own website with the current PI listed as an open question. [BOUNDARY: C vs D]
utah-direct-selling-industry.md	A	Breadth with genuinely disputed harm and benefit is the whole argument: Utah supplies over 10% of American direct-selling retail sales on 1.2% of its consumption, 229,797 Utahns participate, and the same fifty-year machine produced both an export industry larger than every Utah commodity but gold and a median participant who earns nothing — magnitude at national scale running hard in both directions. [BOUNDARY: A vs B]
utah-film-industry.md	C	The ranked atom is the crew base and the film office, not the century of cinema shot here: Georgia and New Mexico incentive programs are the close substitute productions actually choose between, and the page carries no employment, spend, or credit-structure figure with which to size the displacement. [BOUNDARY: C vs D] [FLAG: atom mixes two things that rank differently — a century of location cinema that shaped how the American West looks on screen, and a state film office plus rental-and-crew economy]
utah-neurorobotics-lab.md	C	Depth is real — patients reporting touch through a prosthetic is immense displacement for a few — but Pittsburgh, Case Western and Chicago run parallel bidirectional-interface programs, so the counterfactual is thin and the only evidence here is the lab's own site, which the page itself notes was intermittently unavailable. [BOUNDARY: C vs B] [FLAG: Evidence lists two near-duplicate official-website source pages at different URLs, and the Summary cites a slug that Relates does not]
utahn.md	D	Nothing checkable exists yet on the output side — the charter, the no-investors claim and the founder essay are all self-reported, and the page's own highest-value open question is whether bylines are even identifiable — so the estimable bound is one state's reporting capacity.
utahquantum.md	F	Ruling 3 exactly: a self-described "first Quantum Systems Integrator" with no shipped prototype, no disclosed revenue, no announced grant or customer, and no quantum-physics depth on the founding team leaves nothing from which to estimate bounds, so the grand claim is no claim.
uttr.md	A	Counterfactual is close to absent: 2.7 million acres of ground range and roughly 19,000 square miles of restricted airspace make this the only realistic US site for full-length cruise-missile runs, hypersonic glide-body recovery and orbital returns, so those programs move overseas or slow without it — ranked on magnitude with the direction left in the prose. [FLAG: utah-test-and-training-range.md covers the same atom and this page points readers to it as "the deeper institutional history"; one of the two should absorb the other]
