davis-county-economic-development.md	D	County recruitment and loan-fund coordination is real locally but duplicated by every other Wasatch Front EDO, so counterfactual displacement stops at Davis County walls.
delta-area-chamber-of-commerce.md	D	Monthly Millard County luncheons and festivals serve members who would notice its absence, but another rural chamber offers the same networking substitute.
edcutah-economic-development-corporation-of-utah.md	D [BOUNDARY: D vs C]	Statewide site-selection pitch work is larger than a county office but GOEO and local EDOs would absorb relocations without EDCUtah's specific coordination.
emery-county-economic-development.md	D	Fast Track grant navigation and BEAR retention visits matter to Emery employers but mirror what every county ED office plus SBDC already provides.
epic-ventures.md	C	Three-decade Utah VC with Ancestry and Recursion in the portfolio deploys real seed capital, yet Kickstart and other regional funds are close substitutes if Epic vanished.
escalante-city-innovation-center.md	F	City site is parked and amenities unverified, so there are no checkable bounds on what displacement a rural coworking desk could cause.
event-business-forward.md	D	One-day executive conference generates peer conversations Utah Business could replace with any other leadership summit, so counterfactual breadth is a single room.
event-grand-summit-moab.md	D	Grand County tourism operators gain local context from the summit, but southeastern Utah has other chamber and EDO gatherings covering the same ground.
event-mountain-west-capital-network.md	D	Utah 100 recognition and Deal Flow forums celebrate throughput that growth companies would have achieved anyway through other investor networks.
event-one-utah-summit.md	D	Governor's rural policy convening shapes conversation for attendees but does not durably change statewide economic outcomes beyond other GOEO forums.
event-raising-kane-business-summit.md	D	Kane County's annual business day gives rural operators local visibility that another county summit would supply if this one disappeared.
event-silicon-slopes-tech-summit.md	D	Flagship tech crowd density is high but Silicon Slopes meetups, Utah Tech Week, and investor offices would produce the same collisions without the summit.
event-utah-tech-week.md	D	Decentralized calendar week aggregates events others would host on their own schedules, so its counterfactual is scheduling convenience not caused companies.
event-what-s-up-down-south-economic-summit.md	D	Washington County's largest business day delivers regional forecasts members value, yet St. George chambers and Gardner data presentations substitute easily.
federal-economic-development-administration.md	D	National infrastructure grants reach Utah only through existing EDDs like SERDA and WFRC, so the agency page adds no Utah-specific displacement beyond those intermediaries.
first-step-entrepreneur.md	F [FLAG: unverified FSTEP provider removed from Startup State]	Program no longer appears in the live directory and current operation is unverified, leaving no estimable bounds on displacement.
five-county-association-of-governments.md	D	Southwest Utah's federally designated EDD administers interlocal programs members would miss locally, but other multi-county COGs perform the same regional planning role.
flaming-gorge-chamber-of-commerce.md	D	$60 Daggett County tourism marketing and event sponsorships serve Manila operators who lack another local chamber, yet displacement stops at the county line.
forge-utah.md	D*	Volunteer meetups and a Slack jobs channel connect Utah engineers, but Silicon Slopes, JustBuild, and independent user groups would fill the same counterfactual gap.
fourth-street-clinic.md	D	Integrated homeless health care in Salt Lake City has real depth for patients in the room, but federally qualified health centers in other cities supply the same model.
fstep-idea-explorer.md	F [FLAG: duplicate unverified FSTEP lead, same provider as first-step-entrepreneur]	Free idea tool no longer listed live and functionality unconfirmed, so no checkable displacement exists behind the Startup State import.
futureready-utah.md	D [BOUNDARY: D vs C]	Three-college southwest workforce training reaches eleven counties with free employer consulting, but SBDC and community-college pathways duplicate every service.
get-started-business-idea-challenge.md	F	Milestone award amounts and application mechanics cannot be verified from a live program page, so claimed funding displacement has no estimable bounds.
goldman-sachs-1000-small-businesses.md	C	National Babson curriculum and 17,000-alumni peer network deliver substantive owner education at scale, yet SBDC, SCORE, and local accelerators are close substitutes.
grand-county-economic-development.md	D	Moab county liaison for diversification grants serves Grand employers locally, but tourism-focused restructuring left a contact role any county admin office could perform.
greater-nephi-chamber-of-commerce.md	D	Juab County ribbon cuttings and Best in Business galas give Nephi members local visibility that the Central Utah Chamber Coalition would otherwise provide.
grix.md	D	Minimal-site pre-seed fund targeting AI and B2B software sits among dozens of Utah angels and seed funds with near-zero counterfactual on which companies get built.
grow-utah.md	C	Twenty-year contest and RAMP/LIFT accelerator track record with over $1M awarded is real statewide infrastructure, but university and Silicon Slopes programs substitute.
heber-city-community-alliance-for-main-street.md	D	Main Street America placemaking and Market on Main events enliven downtown Heber for merchants who would otherwise lean on the valley chamber alone.
heber-valley-chamber-of-commerce.md	D	Wasatch County tourism networking and visitor-guide promotion duplicate what every mountain-town chamber offers, with counterfactual stopping at Heber Valley members.
heber-valley-economic-development.md	D	Go Heber Valley ED page is a contact door without published programs, so displacement is limited to employers who would otherwise call Wasatch County staff directly.
hurricane-valley-chamber-of-commerce.md	D	Washington County luncheons and Business of the Month awards serve Hurricane members locally, but St. George and statewide chambers cover the same networking layer.
ihub.md	C	Fifty-thousand-square-foot Provo incubator with Founders Floor milestones and commercial kitchen is substantive Utah County infrastructure, yet UVU and other incubators substitute.
impact-utah.md	F [FLAG: dead domain, likely superseded by Utah MEP and 47G Impact Center]	Official site fails TLS and services are unverified against live Utah MEP programming, leaving no checkable manufacturing-support displacement.
indie-square.md	D	Murray nonprofit colocation for 501(c) organizations opened in 2024 and serves tenants who would otherwise rent generic coworking, with no broader counterfactual.
international-trade-and-diplomacy.md	D [FLAG: GOEO routing page overlapping World Trade Center Utah services]	State international-trade page merely directs exporters to WTC Utah trade missions and grants WTC Utah already delivers without this intermediary page.
iron-county-economic-development.md	D	Cedar City property-search marketing and project news help Iron County site selectors locally, but municipal ED offices statewide offer the same front-door function.
ivumed.md	C	Teach-the-teacher urology workshops across thirty LMICs since 1995 show real global depth in a narrow specialty, yet other surgical-NGO training models substitute.
juab-county-economic-development.md	D	Sparse county business hub plus GOED-listed director contact routes Nephi permits and relocation questions, but every Utah county maintains the same ED entry point.
justbuild.md	D	Four-hundred-member AI builder Slack and hackathons accelerate cofounder discovery locally, yet Forge Utah and university clubs would produce the same peer collisions.
kem-c-gardner-policy-institute.md	D	Authoritative Utah economic forecasts inform decisions statewide but displace no outcomes themselves because Census, Brookings, and federal data duplicate every statistic.
kickstart-fund.md	C	Mountain West seed fund since 2008 with Podium and Lucidchart in the portfolio deploys real institutional capital, yet Epic and other regional VCs are close substitutes.
