salt-lake-angels.md	D	Accredited angel forum due diligence helps selected founders locally, but dozens of Utah angel groups and seed funds would supply the same capital counterfactual.
salt-lake-chamber.md	D	Largest Utah chamber advocacy and signature events serve members who would notice locally, but Wasatch Front business associations duplicate every networking and policy function.
salt-lake-city-office-space-for-rent.md	F [FLAG: third-party Offices.co brokerage listing, not a Utah coworking operator]	National office-space aggregator page mirrors the corpus F-tier directory pattern with zero entity-specific displacement to estimate.
salt-lake-community-college-slcc-the-mill.md	D	Sandy SLCC incubator routes founders to SBDC partners any Utah college incubator already provides, so counterfactual stops at enrolled clients.
salt-mine.md	D	South Valley coworking desks and Silicon Slopes Sandy meetups serve tenants who would lease another Wasatch Front workspace if Salt Mine vanished.
san-juan-county-chamber-of-commerce.md	D	Four Corners county chamber networking is real to Monticello members but interchangeable with every other rural Utah chamber substitute.
san-juan-county-economic-development.md	D	Canyon Country relocation guides and partner directory help county inbound projects locally, yet SBDC and GOEO referrals duplicate the same front door.
sanpete-chamber-of-commerce.md	D	Ephraim-tier membership marketing and ribbon cuttings matter to Sanpete merchants locally with counterfactual identical to any county chamber.
savory-fund.md	D	Operator-led restaurant PE backed Swig-scale brands but regional restaurant growth capital has close substitutes in banks and other food-focused funds.
sba-thrive.md	C [BOUNDARY: C vs D]	Free six-month SBA executive curriculum for $250K-revenue owners delivers substantive scaling education statewide, yet SBDC executive advising and peer CEO groups substitute.
sba-utah-district-office.md	D	Federal district doorway for 29 counties routes to SBDC and lenders that would still originate SBA-backed loans without this specific office.
score-utah.md	D	Volunteer mentor matching gives founders judgment SCORE chapters nationwide replicate, with near-zero Utah-specific counterfactual on outcomes caused.
sevier-county-economic-development.md	D	I-70 business park and enterprise-zone pitch work serves Richfield relocations locally, mirroring every other Utah county ED incentive menu.
signal-peak-ventures.md	C	Decades-old Utah VC now branded Run Ventures deploys real early-stage capital, yet Kickstart and Tandem are close substitutes if SPV vanished.
silicon-slopes.md	D [BOUNDARY: D vs C]	Statewide tech convenings and Summit brand density is high popularity but Utah Tech Week and investor offices would produce the same founder collisions without this nonprofit.
sistema-utah.md	D	Fifteen-hour weekly El Sistema instruction reaches ~400 West Valley Title I students with real depth in the room, yet school and nonprofit music substitutes limit counterfactual breadth.
six-county-association-of-governments.md	D	Central Utah R6 Agri-Park and revolving services matter to six-county members locally, but other regional COGs perform identical planning and housing roles.
snow-college-grit-center.md	D	Legislature-funded rural pitch seminars and $500 Bootstrap competitions serve Snow College students locally with substitutes at every community-college entrepreneurship office.
sorenson-impact-fund.md	D	Salt Lake PRI/MRI impact capital for social enterprises deploys real checks but national impact investors and Utah seed funds substitute easily.
soutah-economic-alliance.md	D	Five-county southwest site-selector toolkits help regional relocations members value, yet individual city ED offices and St. George chamber cover the same pitch layer.
southeastern-association-of-local-governments.md	D	SERDA revolving loan fund and four-county ED planning serve southeastern employers locally, but WFRC and other Utah AOGs duplicate regional finance infrastructure.
southeastern-utah-association-of-local-governments-economic-development.md	F [FLAG: duplicate SERDA/SEUALG page for same Price office and RLF as southeastern-association-of-local-governments.md]	Startup State lists the same southeastern AOG twice with no additional displacement atom to rank separately.
southern-utah-code-camp.md	D*	Washington County's only recurring 24-hour build sprint fills a geographic gap Wasatch hackathons cannot, yet counterfactual breadth stays one regional room despite division rules worth reading.
southern-utah-university-cedar-city-business-and-innovation-center.md	D	SUU gateway to SBDC, APEX, and Innovation Center makerspace routes southern Utah founders to partners reachable without this BIC door.
