uinta-basin-association-of-governments.md	D	Tri-county human-services and CDBG delivery is real locally but mirrors every other Utah association of governments, so counterfactual breadth stops at Basin members.
uinta-basin-tech-entrepreneur-center.md	D	USU Vernal entrepreneurship coursework and incubator hours serve Basin students and owners who would otherwise drive to Logan or use SBDC, so depth is local and replaceable.
uintah-basin-economic-development-district.md	D [FLAG: housed within UBAOG, overlaps uinta-basin-association-of-governments.md]	EDA revolving loans and CEDS planning matter to tri-county borrowers but duplicate UBAOG and other rural RLFs, so counterfactual financing is near zero.
uintah-county-economic-development.md	D	County grants and recruitment liaison work is noticed by Vernal operators but duplicated by every other county EDO, so counterfactual displacement stops at county walls.
university-of-utah-lassonde-entrepreneurship-institute.md	D [BOUNDARY: C vs D]	Residential studios and Get Seeded move many student ventures through the pipeline, but throughput is not causation and peer university accelerators are close substitutes.
university-of-utah.md	F [FLAG: institutional navigation node, not a discrete program]	The page is a wiki routing stub to distributed units, so it displaces nothing beyond pointing readers at pages that already exist elsewhere.
university-of-utah-pivot-center.md	F [FLAG: redirect duplicate of university-of-utah-technology-licensing-office.md]	Same office under a retired name adds zero counterfactual beyond the current Technology Licensing Office page it redirects to.
university-of-utah-technology-licensing-office.md	D [BOUNDARY: C vs D]	Mandatory invention-disclosure gateway at a top AUTM university, but every R1 campus runs an equivalent tech-transfer office so the counterfactual on any spinout is structural not Utah-specific.
u-s-commercial-service.md	D	Utah export counseling is useful but the national Commercial Service network and private trade advisors would supply the same market-intelligence substitute.
usu-remote-online-initiative.md	D	Rural remote-work certificates reach many counties, but USU Extension, MOOCs, and other workforce trainers offer the same skill-building counterfactual.
utah-alliance-for-economic-development.md	D	Quarterly ED-professional networking serves members in the room, but founders route through local EDAs regardless and the counterfactual for companies is zero.
utah-asian-chamber-of-commerce-uacc.md	D	Membership events and mentorship serve Asian business owners locally, but eight other identity chambers in this batch offer the same networking substitute.
utah-association-of-counties-uac.md	D	County-official training and advocacy never touch private founders directly, so business counterfactual displacement is unestimable at zero.
utah-black-chamber.md	D	Chamber events and partner upskilling matter to Black business members, but another multicultural chamber or SBDC would absorb the same networking need.
utah-center-for-global-talent.md	D	State convener for immigrant workforce pathways is useful referral infrastructure, but DWS, employers, and immigration attorneys already substitute for the same routing.
utah-center-for-rural-development.md	D [BOUNDARY: C vs D]	RCOG and REDI grants deploy real rural capital, but they are GOEO programs any state commerce department could administer with near-identical counterfactual.
utah-chinese-association.md	F	Official site is unreachable and business-support claims are unverified, so no checkable bounds exist on displacement beyond unconfirmed cultural programming.
utah-defense-alliance.md	D	Installation advocacy and defense-industry events serve members locally, but 47G and APEX already duplicate the same aerospace networking and procurement pathways.
utah-department-of-agriculture-and-food.md	D	Ag grants and marketing programs help rural producers, but every state agriculture department offers the same sector-specific substitute nationwide.
utah-department-of-workforce-services.md	D	Statewide job board and assistance navigation touch many households, but mandatory federal-state workforce functions duplicate identically in every state.
utah-digital-entertainment-network.md	F	Volunteer storytelling site with an email contact and no published service menu creates no estimable displacement beyond informal industry promotion.
utah-division-of-outdoor-recreation.md	D	UORG grants and trail programs serve outdoor businesses locally, but sector-specific state recreation offices and private consultants substitute easily.
utah-farmers-market-network.md	D	Market-manager handbook and SNAP guidance strengthen local food vendors, but the Farmers Market Coalition and peer state networks offer the same technical-assistance substitute.
utah-film-center-fiscal-sponsorship.md	D	Fiscal sponsorship unlocks tax-deductible film donations, but Fractured Atlas and dozens of national sponsors provide the same 501(c)(3) passthrough counterfactual.
utah-film-commission.md	D	Location scouting and motion-picture incentives recruit productions, but every filming state runs an equivalent commission so Utah-specific counterfactual is modest.
utah-geek-events.md	D	501(c)(3) operator of Kids Code Camp serves volunteer instructors and families locally, but other youth coding events substitute for the same one-day depth.
utah-governor-s-office-of-economic-opportunity.md	C	Statewide grants, APEX procurement coaching, and incentive administration operate at real scale, with only other states' commerce departments as close substitutes.
utah-hispanic-chamber-of-commerce.md	D	Three-decade Hispanic business advocacy and directory visibility serve members locally, but parallel identity chambers duplicate the same networking counterfactual.
utah-inland-port-authority.md	D	Regional logistics project planning may matter to freight operators, but contested port development has unproven counterfactual and weak displacement for typical founders.
utah-innovation-center.md	C	Utah's designated FAST/SBIR resource partner prepares deep-tech non-dilutive proposals statewide, and losing it would delay federal funding paths no county chamber replaces.
utah-innovation-fund.md	D	State-linked early equity for university spinouts deploys real checks, but Kickstart, Epic, and other regional VCs are close capital substitutes.
utahjs.md	D	Monthly JavaScript meetups and an annual conference connect local developers, but Forge Utah, Meetup, and online communities duplicate the same peer-learning counterfactual.
utah-kids-code-camp.md	D	Free one-day youth coding tracks deliver real classroom depth for attending families, but Code Adventure and school programs substitute for the same introductory exposure.
utah-korean-chamber-of-commerce.md	D	Monthly lunches and SMB summit networking serve Korean-American members locally, but other identity chambers offer the same advocacy and market-intelligence substitute.
utah-league-of-cities-and-towns-ulct.md	D	Municipal training and interlocal advocacy serve city officials only, so private-founder counterfactual displacement is zero by breadth.
utah-lgbtq-chamber-of-commerce.md	D	LGBTBE certification pathways and Workplace Connect serve member businesses locally, but NGLCC national certification and other chambers substitute for the same visibility.
utah-manufacturers-association.md	D	Twelve-hundred-member manufacturing advocacy since 1905 is durable locally, but NAM and sector consultants duplicate the same trade-association counterfactual nationwide.
utah-medicaid.md	D [BOUNDARY: C vs D]	Health coverage for hundreds of thousands has real depth for enrollees, but Medicaid is a federally mandated program every state administers with identical structural substitutes.
utah-mep.md	C	NIST-designated manufacturing extension with a $17M cooperative agreement improves plant operations statewide, and no second Utah MEP center substitutes if this one vanished.
utah-microloan-fund-umlf.md	D [BOUNDARY: C vs D]	CDFI microloans since 1991 reach underserved founders banks reject, but other Utah CDFIs and SBA microlenders are close capital substitutes.
utah-muslim-civic-league-umcl.md	F [FLAG: dead site, civic org with no verified business programs]	Domain is NXDOMAIN, civic engagement was never corroborated as business incubation, and Startup State listing alone creates no estimable displacement bounds.
utah-native-american-chamber-of-commerce.md	D	Indigenous entrepreneurship advocacy and event listings serve Native business members locally, but other identity chambers duplicate the same networking counterfactual.
